"taxa.list$scientificName_Old","usageKey","scientificName","canonicalName","rank","status","type","formattedName","matchType","confidence","timeTaken","kingdom","phylum","order","family","kingdomKey","phylumKey","orderKey","familyKey","value","verbatim_name","verbatim_rank","authorship","code","genericName","specificEpithet","genus","species","genusKey","speciesKey","note","unranked","unrankedKey","class","classKey","infraspecificEpithet","subspecies","subspeciesKey"
"Bathylagichthys parini Kobyliansky, 1990","2410958","Bathylagichthys parini Kobyliansky, 1990","Bathylagichthys parini","SPECIES","ACCEPTED","SCIENTIFIC","<i>Bathylagichthys</i> <i>parini</i> Kobyliansky, 1990","EXACT",100,14,"Animalia","Chordata","Osmeriformes","Bathylagidae","1","44","1068","4223",FALSE,"Bathylagichthys parini Kobyliansky, 1990","higher","Kobyliansky, 1990","ZOOLOGICAL","Bathylagichthys","parini","Bathylagichthys","Bathylagichthys parini","2410953","2410958",NA,NA,NA,NA,NA,NA,NA,NA
"Batrachoides Lacepède, 1800","2350739","Batrachoides Lacepède, 1800","Batrachoides","GENUS","ACCEPTED","SCIENTIFIC","<i>Batrachoides</i> Lacepède, 1800","HIGHERRANK",99,45,"Animalia","Chordata","Batrachoidiformes","Batrachoididae","1","44","1106","7187",FALSE,"Batrachoides Lacepède, 1800","higher","Lacepède, 1800","ZOOLOGICAL",NA,NA,"Batrachoides",NA,"2350739",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Beryx splendens Lowe, 1834","2356612","Beryx splendens Lowe, 1834","Beryx splendens","SPECIES","ACCEPTED","SCIENTIFIC","<i>Beryx</i> <i>splendens</i> Lowe, 1834","EXACT",100,11,"Animalia","Chordata","Beryciformes","Berycidae","1","44","499","7193",FALSE,"Beryx splendens Lowe, 1834","higher","Lowe, 1834","ZOOLOGICAL","Beryx","splendens","Beryx","Beryx splendens","2356611","2356612",NA,NA,NA,NA,NA,NA,NA,NA
"Bothidae","8608","Bothidae","Bothidae","FAMILY","ACCEPTED","SCIENTIFIC","<i>Bothidae</i>","HIGHERRANK",94,3,"Animalia","Chordata","Pleuronectiformes","Bothidae","1","44","588","8608",FALSE,"Bothidae","higher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bovichthyidae","4284947","Bovichthyidae","Bovichthyidae","FAMILY","ACCEPTED","SCIENTIFIC","<i>Bovichthyidae</i>","HIGHERRANK",94,8,"Animalia","Chordata","Perciformes","Bovichthyidae","1","44","587","4284947",FALSE,"Bovichthyidae","higher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bovichtus Valenciennes, 1832","2398019","Bovichtus Valenciennes, 1832","Bovichtus","GENUS","ACCEPTED","SCIENTIFIC","<i>Bovichtus</i> Valenciennes, 1832","HIGHERRANK",99,12,"Animalia","Chordata","Perciformes","Bovichtidae","1","44","587","4252",FALSE,"Bovichtus Valenciennes, 1832","higher","Valenciennes, 1832","ZOOLOGICAL",NA,NA,"Bovichtus",NA,"2398019",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bovichtus argentinus MacDonagh, 1931","2398035","Bovichtus argentinus MacDonagh, 1931","Bovichtus argentinus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Bovichtus</i> <i>argentinus</i> MacDonagh, 1931","EXACT",100,14,"Animalia","Chordata","Perciformes","Bovichtidae","1","44","587","4252",FALSE,"Bovichtus argentinus MacDonagh, 1931","higher","MacDonagh, 1931","ZOOLOGICAL","Bovichtus","argentinus","Bovichtus","Bovichtus argentinus","2398019","2398035",NA,NA,NA,NA,NA,NA,NA,NA
"Bovichtus chilensis","2398026","Bovichtus chilensis Regan, 1913","Bovichtus chilensis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Bovichtus</i> <i>chilensis</i> Regan, 1913","EXACT",99,12,"Animalia","Chordata","Perciformes","Bovichtidae","1","44","587","4252",FALSE,"Bovichtus chilensis","higher","Regan, 1913","ZOOLOGICAL","Bovichtus","chilensis","Bovichtus","Bovichtus chilensis","2398019","2398026",NA,NA,NA,NA,NA,NA,NA,NA
"Bovichtus chilensis Regan, 1913","2398026","Bovichtus chilensis Regan, 1913","Bovichtus chilensis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Bovichtus</i> <i>chilensis</i> Regan, 1913","EXACT",100,12,"Animalia","Chordata","Perciformes","Bovichtidae","1","44","587","4252",FALSE,"Bovichtus chilensis Regan, 1913","higher","Regan, 1913","ZOOLOGICAL","Bovichtus","chilensis","Bovichtus","Bovichtus chilensis","2398019","2398026",NA,NA,NA,NA,NA,NA,NA,NA
"Brachygalaxias bullocki","2410599","Brachygalaxias bullocki (Regan, 1908)","Brachygalaxias bullocki","SPECIES","ACCEPTED","SCIENTIFIC","<i>Brachygalaxias</i> <i>bullocki</i> (Regan, 1908)","EXACT",99,14,"Animalia","Chordata","Osmeriformes","Galaxiidae","1","44","1068","4224",FALSE,"Brachygalaxias bullocki","higher","(Regan, 1908)","ZOOLOGICAL","Brachygalaxias","bullocki","Brachygalaxias","Brachygalaxias bullocki","2410598","2410599",NA,NA,NA,NA,NA,NA,NA,NA
"Brachygalaxias bullocki (Regan, 1908)","2410599","Brachygalaxias bullocki (Regan, 1908)","Brachygalaxias bullocki","SPECIES","ACCEPTED","SCIENTIFIC","<i>Brachygalaxias</i> <i>bullocki</i> (Regan, 1908)","EXACT",100,13,"Animalia","Chordata","Osmeriformes","Galaxiidae","1","44","1068","4224",FALSE,"Brachygalaxias bullocki (Regan, 1908)","higher","(Regan, 1908)","ZOOLOGICAL","Brachygalaxias","bullocki","Brachygalaxias","Brachygalaxias bullocki","2410598","2410599",NA,NA,NA,NA,NA,NA,NA,NA
"Brachygalaxias bulloki","2410599","Brachygalaxias bullocki (Regan, 1908)","Brachygalaxias bullocki","SPECIES","ACCEPTED","SCIENTIFIC","<i>Brachygalaxias</i> <i>bullocki</i> (Regan, 1908)","VARIANT",95,14,"Animalia","Chordata","Osmeriformes","Galaxiidae","1","44","1068","4224",FALSE,"Brachygalaxias bulloki","higher","(Regan, 1908)","ZOOLOGICAL","Brachygalaxias","bullocki","Brachygalaxias","Brachygalaxias bullocki","2410598","2410599",NA,NA,NA,NA,NA,NA,NA,NA
"Brama australis","5208087","Brama australis Valenciennes, 1838","Brama australis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Brama</i> <i>australis</i> Valenciennes, 1838","EXACT",99,5,"Animalia","Chordata","Perciformes","Bramidae","1","44","587","8508",FALSE,"Brama australis","higher","Valenciennes, 1838","ZOOLOGICAL","Brama","australis","Brama","Brama australis","5208069","5208087",NA,NA,NA,NA,NA,NA,NA,NA
"Brama australis Valenciennes, 1838","5208087","Brama australis Valenciennes, 1838","Brama australis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Brama</i> <i>australis</i> Valenciennes, 1838","EXACT",100,19,"Animalia","Chordata","Perciformes","Bramidae","1","44","587","8508",FALSE,"Brama australis Valenciennes, 1838","higher","Valenciennes, 1838","ZOOLOGICAL","Brama","australis","Brama","Brama australis","5208069","5208087",NA,NA,NA,NA,NA,NA,NA,NA
"Calliclinus Gill, 1860","2389575","Calliclinus Gill, 1860","Calliclinus","GENUS","ACCEPTED","SCIENTIFIC","<i>Calliclinus</i> Gill, 1860","HIGHERRANK",99,22,"Animalia","Chordata","Perciformes","Labrisomidae","1","44","587","4280",FALSE,"Calliclinus Gill, 1860","higher","Gill, 1860","ZOOLOGICAL",NA,NA,"Calliclinus",NA,"2389575",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Calliclinus geniguttatus","2389576","Calliclinus geniguttatus (Valenciennes, 1836)","Calliclinus geniguttatus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Calliclinus</i> <i>geniguttatus</i> (Valenciennes, 1836)","EXACT",99,14,"Animalia","Chordata","Perciformes","Labrisomidae","1","44","587","4280",FALSE,"Calliclinus geniguttatus","higher","(Valenciennes, 1836)","ZOOLOGICAL","Calliclinus","geniguttatus","Calliclinus","Calliclinus geniguttatus","2389575","2389576",NA,NA,NA,NA,NA,NA,NA,NA
"Calliclinus geniguttatus (Valenciennes, 1836)","2389576","Calliclinus geniguttatus (Valenciennes, 1836)","Calliclinus geniguttatus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Calliclinus</i> <i>geniguttatus</i> (Valenciennes, 1836)","EXACT",100,18,"Animalia","Chordata","Perciformes","Labrisomidae","1","44","587","4280",FALSE,"Calliclinus geniguttatus (Valenciennes, 1836)","higher","(Valenciennes, 1836)","ZOOLOGICAL","Calliclinus","geniguttatus","Calliclinus","Calliclinus geniguttatus","2389575","2389576",NA,NA,NA,NA,NA,NA,NA,NA
"Calliclinus nudiventris","2389578","Calliclinus nudiventris Cervigón & Pequeño, 1979","Calliclinus nudiventris","SPECIES","ACCEPTED","SCIENTIFIC","<i>Calliclinus</i> <i>nudiventris</i> Cervigón & Pequeño, 1979","EXACT",99,14,"Animalia","Chordata","Perciformes","Labrisomidae","1","44","587","4280",FALSE,"Calliclinus nudiventris","higher","Cervigón & Pequeño, 1979","ZOOLOGICAL","Calliclinus","nudiventris","Calliclinus","Calliclinus nudiventris","2389575","2389578",NA,NA,NA,NA,NA,NA,NA,NA
"Calliclinus nudiventris Cervigón & Pequeño, 1979","2389578","Calliclinus nudiventris Cervigón & Pequeño, 1979","Calliclinus nudiventris","SPECIES","ACCEPTED","SCIENTIFIC","<i>Calliclinus</i> <i>nudiventris</i> Cervigón & Pequeño, 1979","EXACT",100,16,"Animalia","Chordata","Perciformes","Labrisomidae","1","44","587","4280",FALSE,"Calliclinus nudiventris Cervigón & Pequeño, 1979","higher","Cervigón & Pequeño, 1979","ZOOLOGICAL","Calliclinus","nudiventris","Calliclinus","Calliclinus nudiventris","2389575","2389578",NA,NA,NA,NA,NA,NA,NA,NA
"Calliclinus racemarius","2389575","Calliclinus Gill, 1860","Calliclinus","GENUS","ACCEPTED","SCIENTIFIC","<i>Calliclinus</i> Gill, 1860","HIGHERRANK",94,13,"Animalia","Chordata","Perciformes","Labrisomidae","1","44","587","4280",FALSE,"Calliclinus racemarius","higher","Gill, 1860","ZOOLOGICAL",NA,NA,"Calliclinus",NA,"2389575",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Caprodon","2388114","Caprodon Temminck & Schlegel, 1843","Caprodon","GENUS","ACCEPTED","SCIENTIFIC","<i>Caprodon</i> Temminck & Schlegel, 1843","HIGHERRANK",94,6,"Animalia","Chordata","Perciformes","Serranidae","1","44","587","8597",FALSE,"Caprodon","higher","Temminck & Schlegel, 1843","ZOOLOGICAL",NA,NA,"Caprodon",NA,"2388114",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Caprodon longimanus (Günther, 1859)","2388115","Caprodon longimanus (Günther, 1859)","Caprodon longimanus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Caprodon</i> <i>longimanus</i> (Günther, 1859)","EXACT",100,11,"Animalia","Chordata","Perciformes","Serranidae","1","44","587","8597",FALSE,"Caprodon longimanus (Günther, 1859)","higher","(Günther, 1859)","ZOOLOGICAL","Caprodon","longimanus","Caprodon","Caprodon longimanus","2388114","2388115",NA,NA,NA,NA,NA,NA,NA,NA
"Careproctus crassus","2336231","Careproctus crassus de Buen, 1961","Careproctus crassus","SPECIES","SYNONYM","SCIENTIFIC","<i>Careproctus</i> <i>crassus</i> de Buen, 1961","EXACT",98,13,"Animalia","Chordata","Scorpaeniformes","Liparidae","1","44","590","8627",TRUE,"Careproctus crassus","higher","de Buen, 1961","ZOOLOGICAL","Careproctus","crassus","Careproctus","Careproctus pallidus","2336138","2336229",NA,NA,NA,NA,NA,NA,NA,NA
"Careproctus crassus de Buen, 1961","2336231","Careproctus crassus de Buen, 1961","Careproctus crassus","SPECIES","SYNONYM","SCIENTIFIC","<i>Careproctus</i> <i>crassus</i> de Buen, 1961","EXACT",100,15,"Animalia","Chordata","Scorpaeniformes","Liparidae","1","44","590","8627",TRUE,"Careproctus crassus de Buen, 1961","higher","de Buen, 1961","ZOOLOGICAL","Careproctus","crassus","Careproctus","Careproctus pallidus","2336138","2336229",NA,NA,NA,NA,NA,NA,NA,NA
"Careproctus pallidus","2336229","Careproctus pallidus (Vaillant, 1888)","Careproctus pallidus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Careproctus</i> <i>pallidus</i> (Vaillant, 1888)","EXACT",99,15,"Animalia","Chordata","Scorpaeniformes","Liparidae","1","44","590","8627",FALSE,"Careproctus pallidus","higher","(Vaillant, 1888)","ZOOLOGICAL","Careproctus","pallidus","Careproctus","Careproctus pallidus","2336138","2336229",NA,NA,NA,NA,NA,NA,NA,NA
"Careproctus pallidus (Vaillant, 1888)","2336229","Careproctus pallidus (Vaillant, 1888)","Careproctus pallidus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Careproctus</i> <i>pallidus</i> (Vaillant, 1888)","EXACT",100,13,"Animalia","Chordata","Scorpaeniformes","Liparidae","1","44","590","8627",FALSE,"Careproctus pallidus (Vaillant, 1888)","higher","(Vaillant, 1888)","ZOOLOGICAL","Careproctus","pallidus","Careproctus","Careproctus pallidus","2336138","2336229",NA,NA,NA,NA,NA,NA,NA,NA
"Cataetyx messieri","2346306","Cataetyx messieri (Günther, 1878)","Cataetyx messieri","SPECIES","ACCEPTED","SCIENTIFIC","<i>Cataetyx</i> <i>messieri</i> (Günther, 1878)","EXACT",99,6,"Animalia","Chordata","Ophidiiformes","Bythitidae","1","44","1308","4220",FALSE,"Cataetyx messieri","higher","(Günther, 1878)","ZOOLOGICAL","Cataetyx","messieri","Cataetyx","Cataetyx messieri","2346293","2346306",NA,NA,NA,NA,NA,NA,NA,NA
"Cataetyx messieri (Günther, 1878)","2346306","Cataetyx messieri (Günther, 1878)","Cataetyx messieri","SPECIES","ACCEPTED","SCIENTIFIC","<i>Cataetyx</i> <i>messieri</i> (Günther, 1878)","EXACT",100,6,"Animalia","Chordata","Ophidiiformes","Bythitidae","1","44","1308","4220",FALSE,"Cataetyx messieri (Günther, 1878)","higher","(Günther, 1878)","ZOOLOGICAL","Cataetyx","messieri","Cataetyx","Cataetyx messieri","2346293","2346306",NA,NA,NA,NA,NA,NA,NA,NA
"Cauque mauleanum","2412342","Cauque mauleanum (Steindachner, 1896)","Cauque mauleanum","SPECIES","SYNONYM","SCIENTIFIC","<i>Cauque</i> <i>mauleanum</i> (Steindachner, 1896)","EXACT",98,4,"Animalia","Chordata","Atheriniformes","Atherinopsidae","1","44","496","2957",TRUE,"Cauque mauleanum","higher","(Steindachner, 1896)","ZOOLOGICAL","Cauque","mauleanum","Odontesthes","Odontesthes mauleanum","2412318","2412338",NA,NA,NA,NA,NA,NA,NA,NA
"Cauque mauleanum (Steindachner, 1896)","2412342","Cauque mauleanum (Steindachner, 1896)","Cauque mauleanum","SPECIES","SYNONYM","SCIENTIFIC","<i>Cauque</i> <i>mauleanum</i> (Steindachner, 1896)","EXACT",100,4,"Animalia","Chordata","Atheriniformes","Atherinopsidae","1","44","496","2957",TRUE,"Cauque mauleanum (Steindachner, 1896)","higher","(Steindachner, 1896)","ZOOLOGICAL","Cauque","mauleanum","Odontesthes","Odontesthes mauleanum","2412318","2412338",NA,NA,NA,NA,NA,NA,NA,NA
"Centrolophus niger (Gmelin, 1789)","5212018","Centrolophus niger (Gmelin, 1789)","Centrolophus niger","SPECIES","ACCEPTED","SCIENTIFIC","<i>Centrolophus</i> <i>niger</i> (Gmelin, 1789)","EXACT",100,12,"Animalia","Chordata","Perciformes","Centrolophidae","1","44","587","8515",FALSE,"Centrolophus niger (Gmelin, 1789)","higher","(Gmelin, 1789)","ZOOLOGICAL","Centrolophus","niger","Centrolophus","Centrolophus niger","2398117","5212018",NA,NA,NA,NA,NA,NA,NA,NA
"Champsocephalus esox","2389924","Champsocephalus esox (Günther, 1861)","Champsocephalus esox","SPECIES","ACCEPTED","SCIENTIFIC","<i>Champsocephalus</i> <i>esox</i> (Günther, 1861)","EXACT",99,11,"Animalia","Chordata","Perciformes","Channichthyidae","1","44","587","4258",FALSE,"Champsocephalus esox","higher","(Günther, 1861)","ZOOLOGICAL","Champsocephalus","esox","Champsocephalus","Champsocephalus esox","2389921","2389924",NA,NA,NA,NA,NA,NA,NA,NA
"Champsocephalus esox (Günther, 1861)","2389924","Champsocephalus esox (Günther, 1861)","Champsocephalus esox","SPECIES","ACCEPTED","SCIENTIFIC","<i>Champsocephalus</i> <i>esox</i> (Günther, 1861)","EXACT",100,8,"Animalia","Chordata","Perciformes","Channichthyidae","1","44","587","4258",FALSE,"Champsocephalus esox (Günther, 1861)","higher","(Günther, 1861)","ZOOLOGICAL","Champsocephalus","esox","Champsocephalus","Champsocephalus esox","2389921","2389924",NA,NA,NA,NA,NA,NA,NA,NA
"Cheirodon","2353769","Cheirodon Girard, 1855","Cheirodon","GENUS","ACCEPTED","SCIENTIFIC","<i>Cheirodon</i> Girard, 1855","HIGHERRANK",94,30,"Animalia","Chordata","Characiformes","Characidae","1","44","537","7201",FALSE,"Cheirodon","higher","Girard, 1855","ZOOLOGICAL",NA,NA,"Cheirodon",NA,"2353769",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cheirodon australe","2353791","Cheirodon australe Eigenmann, 1928","Cheirodon australe","SPECIES","ACCEPTED","SCIENTIFIC","<i>Cheirodon</i> <i>australe</i> Eigenmann, 1928","EXACT",99,10,"Animalia","Chordata","Characiformes","Characidae","1","44","537","7201",FALSE,"Cheirodon australe","higher","Eigenmann, 1928","ZOOLOGICAL","Cheirodon","australe","Cheirodon","Cheirodon australe","2353769","2353791",NA,NA,NA,NA,NA,NA,NA,NA
"Cheirodon australe Eigenmann, 1928","2353791","Cheirodon australe Eigenmann, 1928","Cheirodon australe","SPECIES","ACCEPTED","SCIENTIFIC","<i>Cheirodon</i> <i>australe</i> Eigenmann, 1928","EXACT",100,6,"Animalia","Chordata","Characiformes","Characidae","1","44","537","7201",FALSE,"Cheirodon australe Eigenmann, 1928","higher","Eigenmann, 1928","ZOOLOGICAL","Cheirodon","australe","Cheirodon","Cheirodon australe","2353769","2353791",NA,NA,NA,NA,NA,NA,NA,NA
"Cheirodon australis","2353791","Cheirodon australe Eigenmann, 1928","Cheirodon australe","SPECIES","ACCEPTED","SCIENTIFIC","<i>Cheirodon</i> <i>australe</i> Eigenmann, 1928","VARIANT",96,6,"Animalia","Chordata","Characiformes","Characidae","1","44","537","7201",FALSE,"Cheirodon australis","higher","Eigenmann, 1928","ZOOLOGICAL","Cheirodon","australe","Cheirodon","Cheirodon australe","2353769","2353791",NA,NA,NA,NA,NA,NA,NA,NA
"Cheirodon interruptus","2353776","Cheirodon interruptus (Jenyns, 1842)","Cheirodon interruptus","SPECIES","ACCEPTED","SCIENTIFIC","<i>Cheirodon</i> <i>interruptus</i> (Jenyns, 1842)","EXACT",99,11,"Animalia","Chordata","Characiformes","Characidae","1","44","537","7201",FALSE,"Cheirodon interruptus","higher","(Jenyns, 1842)","ZOOLOGICAL","Cheirodon","interruptus","Cheirodon","Cheirodon interruptus","2353769","2353776",NA,NA,NA,NA,NA,NA,NA,NA
"Cilus gilberti","2400442","Cilus gilberti (Abbott, 1899)","Cilus gilberti","SPECIES","ACCEPTED","SCIENTIFIC","<i>Cilus</i> <i>gilberti</i> (Abbott, 1899)","EXACT",99,10,"Animalia","Chordata","Perciformes","Sciaenidae","1","44","587","5062",FALSE,"Cilus gilberti","higher","(Abbott, 1899)","ZOOLOGICAL","Cilus","gilberti","Cilus","Cilus gilberti","2400441","2400442",NA,NA,NA,NA,NA,NA,NA,NA
"Clinidae","4261","Clinidae","Clinidae","FAMILY","ACCEPTED","SCIENTIFIC","<i>Clinidae</i>","HIGHERRANK",94,1,"Animalia","Chordata","Perciformes","Clinidae","1","44","587","4261",FALSE,"Clinidae","higher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clupea","2346676","Clupea Linnaeus, 1758","Clupea","GENUS","ACCEPTED","SCIENTIFIC","<i>Clupea</i> Linnaeus, 1758","HIGHERRANK",92,30,"Animalia","Chordata","Clupeiformes","Clupeidae","1","44","538","7332",FALSE,"Clupea","higher","Linnaeus, 1758","ZOOLOGICAL",NA,NA,"Clupea",NA,"2346676",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Clupea bentincki Norman, 1936","2413036","Clupea bentincki Norman, 1936","Clupea bentincki","SPECIES","SYNONYM","SCIENTIFIC","<i>Clupea</i> <i>bentincki</i> Norman, 1936","EXACT",100,12,"Animalia","Chordata","Clupeiformes","Clupeidae","1","44","538","7332",TRUE,"Clupea bentincki Norman, 1936","higher","Norman, 1936","ZOOLOGICAL","Clupea","bentincki","Strangomera","Strangomera bentincki","9581966","2413034",NA,NA,NA,NA,NA,NA,NA,NA
"Clupea fuegensis Jenyns, 1842","2413475","Clupea fuegensis Jenyns, 1842","Clupea fuegensis","SPECIES","SYNONYM","SCIENTIFIC","<i>Clupea</i> <i>fuegensis</i> Jenyns, 1842","EXACT",100,13,"Animalia","Chordata","Clupeiformes","Clupeidae","1","44","538","7332",TRUE,"Clupea fuegensis Jenyns, 1842","higher","Jenyns, 1842","ZOOLOGICAL","Clupea","fuegensis","Sprattus","Sprattus fuegensis","2413443","2413473",NA,NA,NA,NA,NA,NA,NA,NA
"Clupeidae","7332","Clupeidae","Clupeidae","FAMILY","ACCEPTED","SCIENTIFIC","<i>Clupeidae</i>","HIGHERRANK",94,2,"Animalia","Chordata","Clupeiformes","Clupeidae","1","44","538","7332",FALSE,"Clupeidae","higher",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coelorhynchus Giorna, 1809","2415983","Coelorhynchus Giorna, 1809","Coelorhynchus","GENUS","SYNONYM","SCIENTIFIC","<i>Coelorhynchus</i> Giorna, 1809","HIGHERRANK",99,21,"Animalia","Chordata","Gadiformes","Macrouridae","1","44","549","6978",TRUE,"Coelorhynchus Giorna, 1809","higher","Giorna, 1809","ZOOLOGICAL",NA,NA,"Coelorinchus",NA,"2416033",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coelorhynchus fasciatus (Günther, 1878)","5214983","Coelorhynchus fasciatus (Günther, 1878)","Coelorhynchus fasciatus","SPECIES","SYNONYM","SCIENTIFIC","<i>Coelorhynchus</i> <i>fasciatus</i> (Günther, 1878)","EXACT",100,16,"Animalia","Chordata","Gadiformes","Macrouridae","1","44","549","6978",TRUE,"Coelorhynchus fasciatus (Günther, 1878)","higher","(Günther, 1878)","ZOOLOGICAL","Coelorhynchus","fasciatus","Coelorinchus","Coelorinchus fasciatus","2416033","2416044",NA,NA,NA,NA,NA,NA,NA,NA
"Coelorhynchus patagoniae","5819523","Coelorhynchus patagoniae Gilbert & Thompson, 1916","Coelorhynchus patagoniae","SPECIES","SYNONYM","SCIENTIFIC","<i>Coelorhynchus</i> <i>patagoniae</i> Gilbert & Thompson, 1916","EXACT",98,7,"Animalia","Chordata","Gadiformes","Macrouridae","1","44","549","6978",TRUE,"Coelorhynchus patagoniae","higher","Gilbert & Thompson, 1916","ZOOLOGICAL","Coelorhynchus","patagoniae","Coelorinchus","Coelorinchus fasciatus","2416033","2416044",NA,NA,NA,NA,NA,NA,NA,NA
"Coelorhynchus patagoniae Gilbert & Thompson, 1916","5819523","Coelorhynchus patagoniae Gilbert & Thompson, 1916","Coelorhynchus patagoniae","SPECIES","SYNONYM","SCIENTIFIC","<i>Coelorhynchus</i> <i>patagoniae</i> Gilbert & Thompson, 1916","EXACT",100,6,"Animalia","Chordata","Gadiformes","Macrouridae","1","44","549","6978",TRUE,"Coelorhynchus patagoniae Gilbert & Thompson, 1916","higher","Gilbert & Thompson, 1916","ZOOLOGICAL","Coelorhynchus","patagoniae","Coelorinchus","Coelorinchus fasciatus","2416033","2416044",NA,NA,NA,NA,NA,NA,NA,NA
"Coelorinchus Giorna, 1809","2416033","Coelorinchus Giorna, 1809","Coelorinchus","GENUS","ACCEPTED","SCIENTIFIC","<i>Coelorinchus</i> Giorna, 1809","HIGHERRANK",99,22,"Animalia","Chordata","Gadiformes","Macrouridae","1","44","549","6978",FALSE,"Coelorinchus Giorna, 1809","higher","Giorna, 1809","ZOOLOGICAL",NA,NA,"Coelorinchus",NA,"2416033",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coelorinchus aconcagua Iwamoto, 1978","2416325","Coelorinchus aconcagua Iwamoto, 1978","Coelorinchus aconcagua","SPECIES","ACCEPTED","SCIENTIFIC","<i>Coelorinchus</i> <i>aconcagua</i> Iwamoto, 1978","EXACT",100,17,"Animalia","Chordata","Gadiformes","Macrouridae","1","44","549","6978",FALSE,"Coelorinchus aconcagua Iwamoto, 1978","higher","Iwamoto, 1978","ZOOLOGICAL","Coelorinchus","aconcagua","Coelorinchus","Coelorinchus aconcagua","2416033","2416325",NA,NA,NA,NA,NA,NA,NA,NA
"Coelorinchus chilensis Gilbert & Thompson, 1916","2416202","Coelorinchus chilensis Gilbert & Thompson, 1916","Coelorinchus chilensis","SPECIES","ACCEPTED","SCIENTIFIC","<i>Coelorinchus</i> <i>chilensis</i> Gilbert & Thompson, 1916","EXACT",100,16,"Animalia","Chordata","Gadiformes","Macrouridae","1","44","549","6978",FALSE,"Coelorinchus chilensis Gilbert & Thompson, 1916","higher","Gilbert & Thompson, 1916","ZOOLOGICAL","Coelorinchus","chilensis","Coelorinchus","Coelorinchus chilensis","2416033","2416202",NA,NA,NA,NA,NA,NA,NA,NA
