"decimalLatitude","decimalLongitude","occurrenceID","scientificName","kingdom","phylum","order","taxonRank","taxonID","family","genus","datasetName","license","verbatimIdentification","bibliographicCitation","year","eventDate","individualCount","accessRights","samplingProtocol","locality","catalogNumber","locationRemarks","basisOfRecord","verbatimLatitude","verbatimLongitude","month","verbatimSRS","associatedReferences","recordedBy","eventRemarks","rightsHolder","stateProvince","continent","countryCode","county","verbatimEventDate","references","specificEpithet","establishmentMeans","otherCatalogNumbers","municipality","institutionID","datasetID","vernacularName","country","verbatimCoordinateSystem","class","occurrenceRemarks","institutionCode","samplingEffort","collectionCode","eventTime","lifeStage","sampleSizeUnit","coordinateUncertaintyInMeters","waterBody","collectionID","disposition","habitat","typeStatus","higherGeography","fieldNumber","language","modified","preparations","identifiedBy","georeferencedBy","georeferenceRemarks","recordNumber","higherClassification","dateIdentified","organismQuantityType","ownerInstitutionCode","locationID","occurrenceStatus","verbatimLocality","eventID","georeferenceVerificationStatus","nomenclaturalCode","georeferencedDate","georeferenceProtocol","georeferenceSources","dynamicProperties","island","verbatimDepth","footprintWKT","islandGroup","identificationRemarks","previousIdentifications","infraspecificEpithet","materialSampleID","scientificNameID","originalNameUsage","associatedSequences","identificationQualifier","type","informationWithheld","dataGeneralizations","recordedByID","organismScope","organismRemarks","parentEventID","higherGeographyID","identificationID","identifiedByID","acceptedNameUsageID","taxonConceptID","acceptedNameUsage","nameAccordingTo","genericName","taxonomicStatus","taxonRemarks","day","startDayOfYear","endDayOfYear","geodeticDatum","associatedMedia","verbatimElevation","sex","organismQuantity","sampleSizeValue","coordinatePrecision","scientificNameAuthorship","organismID","maximumDepthInMeters","minimumDepthInMeters","identificationVerificationStatus","locationAccordingTo","subgenus","minimumElevationInMeters","maximumElevationInMeters","namePublishedInID","namePublishedInYear","namePublishedIn","verbatimCoordinates","earliestAgeOrLowestStage","verbatimTaxonRank","formation","lithostratigraphicTerms","latestAgeOrHighestStage","group","member","lowestBiostratigraphicZone","highestBiostratigraphicZone","bed","earliestPeriodOrLowestSystem","earliestEpochOrLowestSeries","latestEonOrHighestEonothem","earliestEraOrLowestErathem","earliestEonOrLowestEonothem","latestEraOrHighestErathem","geologicalContextID","latestPeriodOrHighestSystem","latestEpochOrHighestSeries","reproductiveCondition","behavior","degreeOfEstablishment","pathway","associatedOccurrences","associatedTaxa","organismName","associatedOrganisms","fieldNotes","verticalDatum","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","pointRadiusSpatialFit","footprintSRS","footprintSpatialFit","identificationReferences","parentNameUsageID","originalNameUsageID","nameAccordingToID","parentNameUsage","subfamily","infragenericEpithet","cultivarEpithet","nomenclaturalStatus","prim_key","canonicalName","data_source","uuid","gbifID","datasetKey","taxonKey"
-46.5263,-72.11705,"MCZ:Ich:46219","Percichthys trucha (Valenciennes, 1833)","Animalia","Chordata","Perciformes","SPECIES","https://www.gbif.org/species/2380438","Percichthyidae","Percichthys",NA,NA,NA,NA,"1968","1968-02-17","4",NA,NA,"Stream entering Lago Buenos Ayres.","46219",NA,"PreservedSpecimen",NA,NA,NA,NA,NA,"Robert M. McDowall",NA,NA,NA,NA,NA,NA,"17/2/1968-17/2/1968",NA,NA,NA,"field number=MCDOWEL6821; group number=476",NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,NA,NA,NA,NA,"MCZ",NA,"Ich",NA,"adult",NA,"78689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"idig | MCZ:Ich:46219","Percichthys trucha","iDigBio downloaded on 2025-11-27","40773073-813d-481a-9f69-37c6965e312c",NA,NA,NA
-46.5263,-72.11705,"MCZ:Ich:98722","Hatcheria macraei (Girard, 1855)","Animalia","Chordata","Siluriformes","SPECIES","https://www.gbif.org/species/2342955","Trichomycteridae","Trichomycterus",NA,NA,"Trichomycterus areolatus Valenciennes, 1846 Valenciennes, 1846",NA,"1968","1968-02-17","3",NA,NA,"Stream entering Lago Buenos Ayres.","98722",NA,"PreservedSpecimen",NA,NA,NA,NA,NA,"Robert M. McDowall",NA,NA,NA,NA,NA,NA,"17/2/1968-17/2/1968",NA,NA,NA,"field number=MCDOWEL6821; group number=274",NA,"b4640710-8e03-11d8-b956-b8a03c50a862",NA,NA,NA,NA,NA,NA,"MCZ",NA,"Ich",NA,"adult",NA,"78689",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gloria Arratia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"idig | MCZ:Ich:98722","Hatcheria macraei","iDigBio downloaded on 2025-11-27","4ca5e125-4f83-4478-b5ba-afdf18145401",NA,NA,"2342955"
-47.82,-72.118,"MAguilar.Lit.Review.470","Galaxias platei Steindachner, 1898","Animalia","Chordata","Osmeriformes","SPECIES","https://www.gbif.org/species/5214305","Galaxiidae","Galaxias","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","CC BY-NC 4.0","Galaxias platei","Cussac, V., Ortubay, S., Iglesias, G., Milano, D., Lattuca, M.E., Barriga, J.P., Battini, M. and Gross, M. (2004), The distribution of South American galaxiid fishes: the role of biological traits and post-glacial history. Journal of Biogeography, 31: 103-121. https://doi.org/10.1046/j.0305-0270.2003.01000.x","2001",NA,"132",NA,NA,"Lago Belgrano","470",NA,"HumanObservation","47°50'S","72°07'O",NA,NA,NA,"Daniela Milano",NA,NA,"Provincia de Santa Cruz","Sudamérica","AR","Departamento Río Chico",NA,"Ortubay, S. (2001b) Ictiofauna del Parque Nacional Perito Moreno. Informes Técnicos, Delegación Regional Patagonia. Administración de Parques Nacionales, Argentina, pp. 1– 16. | D.E. Ruzzante (pers. Comm.)","platei","native",NA,NA,NA,NA,"Puyen grande","Argentina",NA,"Actinopterygii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agui | MAguilar.Lit.Review.470","Galaxias platei","Review by M. González-Aguilar (2023)",NA,NA,NA,NA
-45.5833333327,-72.1166666666,"MAguilar.Lit.Review.1225","Oncorhynchus kisutch (Walbaum, 1792)","Animalia","Chordata","Salmoniformes","SPECIES","https://www.gbif.org/species/5204034","Salmonidae","Oncorhynchus","González-Aguilar, Marilyn (2023) Recopilación bibliográfica de ocurrencia de peces en la Patagonia del proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.","CC BY-NC 4.0","Oncorhynchus kisutch","Torres, Patricio, Aedo, Eduardo, Figueroa, Luis, Siegmund, Inés, Silva, Ricardo, Navarrete, Nancy, Puga, Sonia, Marín, Francisco, & Aedo, Elba. (2000). Infección por helmintos parásitos en salmón coho, Oncorhynchus kisutch, durante su retorno al río Simpson, Chile. Boletín chileno de parasitología, 55(1-2), 31-35. https://dx.doi.org/10.4067/S0365-94022000000100009","1994","1994-06","17",NA,"redes agalleras de 4,5 pulgadas","Río Simpson","1225",NA,"HumanObservation","45° 35´S","72° 07´W",6,NA,NA,NA,NA,NA,"Región de Aysén","Sudamérica","CL","Provincia de Coyhaique","between may and july 1994","-","kisutch","introduced",NA,"Comuna de Coyhaique",NA,NA,NA,"Chile",NA,"Actinopterygii",NA,NA,NA,NA,NA,"adult",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"agui | MAguilar.Lit.Review.1225","Oncorhynchus kisutch","Review by M. González-Aguilar (2023)",NA,NA,NA,NA
-43.6959984459,-72.1136435006,"https://www.inaturalist.org/observations/243795256","Salvelinus fontinalis (Mitchill, 1814)","Animalia","Chordata","Salmoniformes","SPECIES","https://www.gbif.org/species/2351271","Salmonidae","Salvelinus","iNaturalist research-grade observations","CC-BY-NC","Salvelinus fontinalis",NA,"2012","2012-09-07",NA,NA,NA,"Palena, Los Lagos, Chile","243795256",NA,"HumanObservation",NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"2012/09/07 10:41 AM",NA,NA,NA,"gbifID:4950532889",NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WGS84","https://inaturalist-open-data.s3.amazonaws.com/photos/434773004/medium.jpeg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"inat | https://www.inaturalist.org/observations/243795256","Salvelinus fontinalis","iNaturalist downloaded on 2025-11-28",NA,NA,NA,NA
-45.72075,-72.113266,"SUBPESCA.PescaInvestigacion2012-2023.147","Hatcheria macraei (Girard, 1855)","Animalia","Chordata","Siluriformes","SPECIES","https://www.gbif.org/species/2342955","Trichomycteridae","Hatcheria","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","CC NC-BY 4.0","Hatcheria macraei","Brian Reid (2022) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°E-2022-499. Proyecto: Efecto de sedimentos suspendidos a la alimentación de los peces nativos e introducidos, en la cuenca del río Simpson, región de Aysén. Centro de Investigación de Ecosistemas de la Patagonia.","2023","2023-02-07","5","Datos obtenidos por ley de transparencia.","pesca con caña (mosca y cuchara) y electro-pesca","Valle Simpson",NA,"T1C",NA,"724646","4932925",2,NA,NA,NA,NA,NA,"Región de Aysén","Sudamérica","CL","Provincia de Coyhaique",NA,NA,NA,NA,NA,"Comuna de Coyhaique",NA,NA,NA,"Chile",NA,NA,NA,NA,"20 MIN (Caña) Y 430 SEG (Electro pesca)",NA,"7:00 - 12:00 HRS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subp | SUBPESCA.PescaInvestigacion2012-2023.147","Hatcheria macraei","SUBPESCA Pesca Investigación (2012-2023)",NA,NA,NA,NA
-45.72075,-72.113266,"SUBPESCA.PescaInvestigacion2012-2023.143","Oncorhynchus mykiss (Walbaum, 1792)","Animalia","Chordata","Salmoniformes","SPECIES","https://www.gbif.org/species/5204019","Salmonidae","Oncorhynchus","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","CC NC-BY 4.0","Oncorhynchus mykiss","Brian Reid (2022) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°E-2022-499. Proyecto: Efecto de sedimentos suspendidos a la alimentación de los peces nativos e introducidos, en la cuenca del río Simpson, región de Aysén. Centro de Investigación de Ecosistemas de la Patagonia.","2023","2023-02-07","1","Datos obtenidos por ley de transparencia.","pesca con caña (mosca y cuchara) y electro-pesca","Valle Simpson",NA,"T1C",NA,"724646","4932925",2,NA,NA,NA,NA,NA,"Región de Aysén","Sudamérica","CL","Provincia de Coyhaique",NA,NA,NA,NA,NA,"Comuna de Coyhaique",NA,NA,"trucha arcoíris","Chile",NA,NA,NA,NA,"20 MIN (Caña) Y 430 SEG (Electro pesca)",NA,"7:00 - 12:00 HRS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subp | SUBPESCA.PescaInvestigacion2012-2023.143","Oncorhynchus mykiss","SUBPESCA Pesca Investigación (2012-2023)",NA,NA,NA,NA
-45.72075,-72.113266,"SUBPESCA.PescaInvestigacion2012-2023.144","Salmo trutta Linnaeus, 1758","Animalia","Chordata","Salmoniformes","SPECIES","https://www.gbif.org/species/8215487","Salmonidae","Salmo","SUBPESCA (2023) Resultados de pesca de investigación  de peces de aguas continentales en el período 2012-2023.","CC NC-BY 4.0","Salmo trutta","Brian Reid (2022) Informe de resutados de pesca de investigación asociado al permiso SUBPESCA, R. EX N°E-2022-499. Proyecto: Efecto de sedimentos suspendidos a la alimentación de los peces nativos e introducidos, en la cuenca del río Simpson, región de Aysén. Centro de Investigación de Ecosistemas de la Patagonia.","2023","2023-02-07","2","Datos obtenidos por ley de transparencia.","pesca con caña (mosca y cuchara) y electro-pesca","Valle Simpson",NA,"T1C",NA,"724646","4932925",2,NA,NA,NA,NA,NA,"Región de Aysén","Sudamérica","CL","Provincia de Coyhaique",NA,NA,NA,NA,NA,"Comuna de Coyhaique",NA,NA,"trucha café","Chile",NA,NA,NA,NA,"20 MIN (Caña) Y 430 SEG (Electro pesca)",NA,"7:00 - 12:00 HRS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subp | SUBPESCA.PescaInvestigacion2012-2023.144","Salmo trutta","SUBPESCA Pesca Investigación (2012-2023)",NA,NA,NA,NA
-45.721972,-72.107194,"Correa.Boisjoly.collection.004246","Oncorhynchus tshawytscha (Walbaum, 1792)","Animalia","Chordata","Salmoniformes","SPECIES","https://www.gbif.org/species/5204024","Salmonidae","Oncorhynchus","Correa & Boisjoly fish collection v.2025-11-27","CC BY-NC 4.0","Oncorhynchus tshawytscha","Correa, C., and Gross, M.R. 2008. Chinook salmon invade southern South America. Biological Invasions 10: 615–639. doi: 10.1007/s10530-007-9157-2.","2004","2004-02-29","7","not-for-profit use only","Gillnet","Río Simpson",NA,"Simpson 3 (Aysen)","Occurrence",NA,NA,NA,NA,"(Correa and Gross 2008) | (Narum et al. 2017)","Cristian Correa",NA,"Cristian Correa, orcid.org/0000-0002-8608-6858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fish | Correa.Boisjoly.collection.004246","Oncorhynchus tshawytscha","Correa & Boisjoly fish collection (v.2025)",NA,NA,NA,NA
-45.721972,-72.107194,"Correa.Boisjoly.collection.004252","Oncorhynchus tshawytscha (Walbaum, 1792)","Animalia","Chordata","Salmoniformes","SPECIES","https://www.gbif.org/species/5204024","Salmonidae","Oncorhynchus","Correa & Boisjoly fish collection v.2025-11-27","CC BY-NC 4.0","Oncorhynchus tshawytscha","Correa, C., and Gross, M.R. 2008. Chinook salmon invade southern South America. Biological Invasions 10: 615–639. doi: 10.1007/s10530-007-9157-2.","2004","2004-03-01","3","not-for-profit use only","Angling","Río Simpson",NA,"Simpson 3 (Aysen)","Occurrence",NA,NA,NA,NA,"(Correa and Gross 2008)","Cristian Correa",NA,"Cristian Correa, orcid.org/0000-0002-8608-6858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fish | Correa.Boisjoly.collection.004252","Oncorhynchus tshawytscha","Correa & Boisjoly fish collection (v.2025)",NA,NA,NA,NA
-45.721972,-72.107194,"Correa.Boisjoly.collection.004255","Oncorhynchus tshawytscha (Walbaum, 1792)","Animalia","Chordata","Salmoniformes","SPECIES","https://www.gbif.org/species/5204024","Salmonidae","Oncorhynchus","Correa & Boisjoly fish collection v.2025-11-27","CC BY-NC 4.0","Oncorhynchus tshawytscha","Narum Shawn R., Gallardo Pablo, Correa Cristian, Matala Amanda, Hasselman Daniel, Sutherland Ben J. G., and Bernatchez Louis. 2017. Genomic patterns of diversity and divergence of two introduced salmonid species in Patagonia, South America. Evolutionary Applications 10(4): 402–416. doi: 10.1111/eva.12464.","2004","2004-03-03","12","not-for-profit use only","Gillnet","Río Simpson",NA,"Simpson 3 (Aysen)","Occurrence",NA,NA,NA,NA,"(Narum et al. 2017) | (Correa and Gross 2008) | (Correa and Moran 2017)","Cristian Correa",NA,"Cristian Correa, orcid.org/0000-0002-8608-6858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fish | Correa.Boisjoly.collection.004255","Oncorhynchus tshawytscha","Correa & Boisjoly fish collection (v.2025)",NA,NA,NA,NA
-45.165414,-72.106689,"Correa.Boisjoly.collection.001829","Oncorhynchus tshawytscha (Walbaum, 1792)","Animalia","Chordata","Salmoniformes","SPECIES","https://www.gbif.org/species/5204024","Salmonidae","Oncorhynchus","Correa & Boisjoly fish collection v.2025-11-27","CC BY-NC 4.0","Oncorhynchus tshawytscha","Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","2007","2007-01-24","1","not-for-profit use only","Fly fishing","Río Ñireguao",NA,"Ñireguao River","Occurrence",NA,NA,NA,NA,"","Cristian Correa",NA,"Cristian Correa, orcid.org/0000-0002-8608-6858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fish | Correa.Boisjoly.collection.001829","Oncorhynchus tshawytscha","Correa & Boisjoly fish collection (v.2025)",NA,NA,NA,NA
-45.16493004,-72.10584397,"Correa.Boisjoly.collection.004514","Oncorhynchus mykiss (Walbaum, 1792)","Animalia","Chordata","Salmoniformes","SPECIES","https://www.gbif.org/species/5204019","Salmonidae","Oncorhynchus","Correa & Boisjoly fish collection v.2025-11-27","CC BY-NC 4.0","Oncorhynchus mykiss","Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","2014","2014-03-07","1","not-for-profit use only","Gill Net Salmonera","Río Ñireguao",NA,"Ñireguao River","Occurrence",NA,NA,NA,NA,"","Cristian Correa, Maryse Boisjoly",NA,"Cristian Correa, orcid.org/0000-0002-8608-6858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"fish | Correa.Boisjoly.collection.004514","Oncorhynchus mykiss","Correa & Boisjoly fish collection (v.2025)",NA,NA,NA,NA
