"bibliographicCitation","associatedReferences","occurrenceID","locationRemarks","locality","decimalLatitude","decimalLongitude","year","eventDate","scientificName","individualCount","samplingProtocol","recordedBy","license","rightsHolder","accessRights","datasetName","datasetName_tmp","basisOfRecord"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.012005","Valle Exploradores","Lago Aislado",-46.367221,-73.2371959999999,2023,2023-01-09,"Salmo trutta",15,"Angling","Cristian Correa, Simon Blanchet, Julien Cucherousset","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004546","Valle Exploradores","Lago Aislado",-46.36571604,-73.27051998,2014,2014-03-19,"Oncorhynchus tshawytscha",1,"Harpoon","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004574","Valle Exploradores","Lago Aislado",-46.35968199,-73.287767,2014,2014-03-20,"Oncorhynchus tshawytscha",1,"Minnow Trap","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004526","Valle Exploradores","Lago Aislado",-46.358849,-73.28902697,2014,2014-03-16,"Oncorhynchus tshawytscha",2,"Harpoon","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.004567","Valle Exploradores","Lago Aislado",-46.358849,-73.28902697,2014,2014-03-20,"Oncorhynchus tshawytscha",7,"Harpoon","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.008695","Lago Atravesado","Lago Atravesado",-45.700192,-72.297064,2016,2016-12-21,"Salmo trutta",3,"Seine net","Cristian Correa, Gabriel Orrellana","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005962","Lago Balmaceda","Lago Balmaceda",-51.93363997,-72.35920636,2015,2015-04-17,"Salmo trutta",49,"Electric fishing","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005943","Lago Balmaceda","Lago Balmaceda",-51.927723,-72.355777,2015,2015-04-17,"Galaxias maculatus",7,"Seine net","Cristian Correa, Jonathan Poblete","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005939","Lago Balmaceda","Lago Balmaceda",-51.927058,-72.3627,2015,2015-04-16,"Galaxias maculatus",30,"Seine net","Maryse Boisjoly, Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005940","Lago Balmaceda","Lago Balmaceda",-51.926961,-72.361106,2015,2015-04-17,"Aplochiton taeniatus",1,"Gill Net","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005941","Lago Balmaceda","Lago Balmaceda",-51.926961,-72.361106,2015,2015-04-17,"Salmo trutta",2,"Gill Net","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.","(Correa and Hendry 2012) | (Correa et al. 2012)","Correa.Boisjoly.collection.000577","Barroso","Lago Barroso",-45.739552,-72.245082,2007,2007-03-06,"Galaxias platei",32,"Trapping","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, C., Bravo, A.P., and Hendry, A.P. 2012. Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology 57(9): 1769–1781.","(Correa et al. 2012) | (Correa and Hendry 2012)","Correa.Boisjoly.collection.000609","Barroso","Lago Barroso",-45.739552,-72.245082,2007,2007-03-06,"Salmo trutta",19,"Bottom gillnet L, Bottom gillnet S","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.","(Correa and Hendry 2012)","Correa.Boisjoly.collection.000621","Barroso","Lago Barroso",-45.739552,-72.245082,2007,2007-03-07,"Galaxias platei",15,"Electric fishing","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.","(Correa and Hendry 2012)","Correa.Boisjoly.collection.000628","Barroso","Lago Barroso",-45.739552,-72.245082,2007,2007-03-07,"Salmo trutta",56,"Electric fishing","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, C., Bravo, A.P., and Hendry, A.P. 2012. Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology 57(9): 1769–1781.","(Correa et al. 2012) | (Correa and Hendry 2012)","Correa.Boisjoly.collection.002866","Barroso","Lago Barroso",-45.739552,-72.245082,2009,2009-03-24,"Galaxias platei",34,"Electric fishing","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, C., and Hendry, A.P. 2012. Invasive salmonids and lake order interact in the decline of puye grande Galaxias platei in western Patagonia lakes. Ecological Applications 22(3): 828–842. doi:10.1890/11-1174.1.","(Correa and Hendry 2012)","Correa.Boisjoly.collection.002892","Barroso","Lago Barroso",-45.739552,-72.245082,2009,2009-03-24,"Salmo trutta",6,"Electric fishing","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, C., Bravo, A.P., and Hendry, A.P. 2012. Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology 57(9): 1769–1781.","(Correa et al. 2012) | (Correa and Hendry 2012)","Correa.Boisjoly.collection.003508","Barroso","Lago Barroso",-45.739552,-72.245082,2009,2009-11-01,"Galaxias platei",12,"Electric fishing","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, C., Bravo, A.P., and Hendry, A.P. 2012. Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology 57(9): 1769–1781.","(Correa et al. 2012) | (Correa and Hendry 2012)","Correa.Boisjoly.collection.003516","Barroso","Lago Barroso",-45.739552,-72.245082,2009,2009-11-01,"Salmo trutta",12,"Electric fishing","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.012154","Valle Exploradores","Lago Bayo",-46.491536,-73.121668,2023,2023-01-13,"Salmo trutta",11,"Angling","Cristian Correa, Simon Blanchet, Julien Cucherousset","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006262","Lago Blanco","Lago Blanco",-42.752964,-72.604903,2014,2014-03-01,"Galaxias maculatus",30,"Minnow Trap","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006263","Lago Blanco","Lago Blanco",-42.752964,-72.604903,2014,2014-03-01,"Geotria australis",1,"Minnow Trap","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.006264","Lago Blanco","Lago Blanco",-42.752964,-72.604903,2014,2014-03-01,"Oncorhynchus mykiss",4,"Gill Net Aplochitonera 3mX5m","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, C., Bravo, A.P., and Hendry, A.P. 2012. Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology 57(9): 1769–1781.","(Correa et al. 2012) | (Correa and Hendry 2012)","Correa.Boisjoly.collection.002543","Burgos","Lago Burgos",-45.712804,-72.218462,2009,2009-02-19,"Oncorhynchus mykiss",16,"Bottom gillnet S","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, C., Bravo, A.P., and Hendry, A.P. 2012. Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology 57(9): 1769–1781.","(Correa et al. 2012) | (Correa and Hendry 2012)","Correa.Boisjoly.collection.002551","Burgos","Lago Burgos",-45.712804,-72.218462,2009,2009-02-19,"Salmo trutta",4,"Bottom gillnet S","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.005250","Caro","Lago Caro",-45.80969101,-72.591674,2014,2014-04-20,"Aplochiton sp.",6,"Seine net","Cristian Correa, Maryse Boisjoly","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, Cristian, and Maryse Boisjoly (2025) Chilean fish collection and empirical database (Version 2025-11-27) [Unpublished dataset].","","Correa.Boisjoly.collection.003075","Caro","Lago Caro",-45.804111,-72.54898,2009,2009-04-10,"Aplochiton sp.",10,"Seine net","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, C., Bravo, A.P., and Hendry, A.P. 2012. Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology 57(9): 1769–1781.","(Correa et al. 2012) | (Alò et al. 2013) | (Alò et al. 2019)","Correa.Boisjoly.collection.003026","Caro","Lago Caro",-45.804111,-72.54898,2009,2009-04-10,"Aplochiton taeniatus",227,"Bottom gillnet S, Seine net","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, C., Bravo, A.P., and Hendry, A.P. 2012. Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology 57(9): 1769–1781.","(Correa et al. 2012) | (Alò et al. 2013) | (Alò et al. 2019)","Correa.Boisjoly.collection.003085","Caro","Lago Caro",-45.804111,-72.54898,2009,2009-04-10,"Aplochiton zebra",63,"Seine net","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, C., Bravo, A.P., and Hendry, A.P. 2012. Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology 57(9): 1769–1781.","(Correa et al. 2012) | (Alò et al. 2019)","Correa.Boisjoly.collection.003038","Caro","Lago Caro",-45.804111,-72.54898,2009,2009-04-10,"Oncorhynchus mykiss",2,"Bottom gillnet S","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, C., Bravo, A.P., and Hendry, A.P. 2012. Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology 57(9): 1769–1781.","(Correa et al. 2012) | (Alò et al. 2019)","Correa.Boisjoly.collection.002830","Caro","Lago Caro",-45.804111,-72.54898,2009,2009-04-10,"Salmo trutta",7,"Bottom gillnet S, Superficial gillnet tip, Seine net","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, C., Bravo, A.P., and Hendry, A.P. 2012. Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology 57(9): 1769–1781.","(Correa et al. 2012) | (Alò et al. 2013)","Correa.Boisjoly.collection.003040","Caro","Lago Caro",-45.804111,-72.54898,2009,2009-04-11,"Aplochiton taeniatus",17,"Bottom gillnet S","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
"Correa, C., Bravo, A.P., and Hendry, A.P. 2012. Reciprocal trophic niche shifts in native and invasive fish: salmonids and galaxiids in Patagonian lakes. Freshwater Biology 57(9): 1769–1781.","(Correa et al. 2012)","Correa.Boisjoly.collection.003055","Caro","Lago Caro",-45.804111,-72.54898,2009,2009-04-11,"Galaxias platei",1,"Bottom gillnet S","Cristian Correa","CC BY-NC 4.0","Cristian Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa & Boisjoly fish collection v.2025-11-27","Fish Database Correa-Boisjoly","Occurrence"
