"occurrenceID","locality","institutionID","institutionCode","recordedBy","year","kingdom","genus","decimalLongitude","coordinateUncertaintyInMeters","decimalLatitude","basisOfRecord","collectionCode","verbatimEventDate","catalogNumber","eventDate","collectionID","family","scientificName","waterBody","individualCount","lifeStage","typeStatus","datasetName","samplingProtocol","organismQuantityType","recordNumber","organismQuantity","uuid","Identification"
"41ecab4b-9abd-4568-8d8c-47aeff8d659b","Melinka, Ascunsion Island",NA,"FMNH","C. C. Sanborn",NA,"Animalia","Patagonotothen",-73.745244,NA,-43.896964,"PreservedSpecimen","Fishes",NA,"43965",NA,NA,"Nototheniidae","Patagonotothen cornucola",NA,4,NA,NA,"iDigBio",NA,NA,NA,NA,"cc9ef5ed-de9d-4865-81cb-b92638eb277d","NULL"
"9a3f468d-2719-4b56-9019-a1d9192eead2","Port Famine, Strait of Magellan",NA,"NHMUK",NA,NA,NA,"Notothenia",-70.9166667,NA,-53.7083333,"PreservedSpecimen","ZOO",NA,"1936.8.26.535-540",NA,NA,"Nototheniidae","Notothenia tessellata Richardson, 1845","Southeast Pacific Ocean, Southeast Pacific Ocean",6,NA,NA,"iDigBio",NA,NA,NA,NA,"200f01fa-ba41-40d8-9d87-e15acdc50959","NULL"
"f299c4fd-3fa3-41de-a741-e0978ffbdb12","Port Famine, Strait of Magellan",NA,"NHMUK",NA,NA,NA,"Notothenia",-70.9166667,NA,-53.7083333,"PreservedSpecimen","ZOO",NA,"1936.8.26.842",NA,NA,"Nototheniidae","Notothenia longipes Steindachner, 1876","Southeast Pacific Ocean, Southeast Pacific Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"efaddf54-fd9a-4c1c-909a-a62b1cddf195","NULL"
"d678a4b2-94e5-4854-acd0-b79eacab614e","Strait of Magellan",NA,"NHMUK",NA,NA,NA,"Notothenia",-70.9083333,NA,-53.65,"PreservedSpecimen","ZOO",NA,"1936.8.26.843-852",NA,NA,"Nototheniidae","Notothenia longipes Steindachner, 1876","Southeast Pacific Ocean, Southeast Pacific Ocean",10,NA,NA,"iDigBio",NA,NA,NA,NA,"cf906591-b923-414d-8631-5ac799ac8b51","NULL"
"69778f10-9b29-40a0-a178-26b3bc0e4c02","Golfo de Penas",NA,"NHMUK",NA,NA,NA,"Eleginops",-74.3916667,NA,-48.4583333,"PreservedSpecimen","ZOO",NA,"1936.8.26.915",NA,NA,"Eleginopidae","Eleginops maclovinus (Cuvier in Cuvier & Valenciennes, 1830)","Southeast Pacific Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"4d0684f2-797e-42d1-9aaf-01c685fcc569","NULL"
"28718080-8255-4ae0-9835-43d33f0d820d","Magellan Strait",NA,"NHMUK",NA,NA,NA,"Lycodapus",-70.9166667,NA,-53.6916667,"PreservedSpecimen","ZOO",NA,"1936.8.26.1048-1051",NA,NA,"Zoarcidae","Lycodapus australis Norman, 1937","Southeast Pacific Ocean, Southeast Pacific Ocean",4,NA,"HOLOTYPE & PARATYPE(S)","iDigBio",NA,NA,NA,NA,"0fb90c4a-6958-470b-bb86-28c1b6c1a4eb","NULL"
"ebadeb3c-fe77-4941-a53e-e5301e815bcd","Magellan Strait",NA,"NHMUK",NA,NA,NA,"Phucocoetes",-69.8916667,NA,-52.6583333,"PreservedSpecimen","ZOO",NA,"1936.8.26.1025-1026",NA,NA,"Zoarcidae","Phucocoetes latitans Jenyns, 1842","Southeast Pacific Ocean, Southeast Pacific Ocean",2,NA,NA,"iDigBio",NA,NA,NA,NA,"1aea65a7-1241-4cda-bdb8-3901645be4eb","NULL"
"705f72b4-ce46-44c8-bbad-c19ee34ae83b","Magellan Strait",NA,"NHMUK",NA,NA,NA,"Harpagifer",-69.8916667,NA,-52.6583333,"PreservedSpecimen","ZOO",NA,"1936.8.26.918-919",NA,NA,"Harpagiferidae","Harpagifer bispinis (Forster in Bloch & Schneider, 1801)","Southeast Pacific Ocean, Southeast Pacific Ocean",2,NA,NA,"iDigBio",NA,NA,NA,NA,"319ceb76-8dc8-4dd7-b8b2-ce37460f6ac7","NULL"
"3b44956e-d985-4848-8231-ef3fa443dac6","Magellan Strait",NA,"NHMUK",NA,NA,NA,"Austrolycus",-69.8916667,NA,-52.6583333,"PreservedSpecimen","ZOO",NA,"1936.8.26.1017-1020",NA,NA,"Zoarcidae","Austrolycus laticinctus Berg, 1895","Southeast Pacific Ocean, Southeast Pacific Ocean",4,NA,NA,"iDigBio",NA,NA,NA,NA,"60ca3e83-3308-475e-b64b-c49e6df0656f","NULL"
"b90edbc2-7931-40b5-a872-14ce7ffe9950","Magellan Strait",NA,"NHMUK",NA,NA,NA,"Iluocoetes",-69.8916667,NA,-52.6583333,"PreservedSpecimen","ZOO",NA,"1936.8.26.1000-1002",NA,NA,"Zoarcidae","Iluocoetes elongatus Smitt, 1898","Southeast Pacific Ocean, Southeast Pacific Ocean",3,NA,NA,"iDigBio",NA,NA,NA,NA,"829b028a-fd69-4c71-aa5a-6915af3c939e","NULL"
"010f0099-5987-4758-9c75-949eecebf5fd","Magellan Strait",NA,"NHMUK",NA,NA,NA,"Platea",-69.8916667,NA,-52.6583333,"PreservedSpecimen","ZOO",NA,"1936.8.26.1037-1041",NA,NA,"Zoarcidae","Platea insignis Steindachner, 1898","Southeast Pacific Ocean, Southeast Pacific Ocean",5,NA,NA,"iDigBio",NA,NA,NA,NA,"a8a7caf4-57a1-431a-a2a8-2be00dc570d2","NULL"
"3b610cfb-dde1-4f09-9121-c37f6b613de4","Magellan Strait",NA,"NHMUK",NA,NA,NA,"Iluocoetes",-69.8916667,NA,-52.6583333,"PreservedSpecimen","ZOO",NA,"1936.8.26.1003-1008",NA,NA,"Zoarcidae","Iluocoetes elongatus Smitt, 1898","Southeast Pacific Ocean, Southeast Pacific Ocean",6,NA,NA,"iDigBio",NA,NA,NA,NA,"ea25ca31-6699-43cf-bf8c-9a900b8d118b","NULL"
"78412ab8-4c3b-4329-a7fb-514f51e85baf","Magellan Strait",NA,"NHMUK",NA,NA,NA,"Pogonolycus",-69.8916667,NA,-52.6583333,"PreservedSpecimen","ZOO",NA,"1936.8.26.1029",NA,NA,"Zoarcidae","Pogonolycus elegans Norman, 1937","Southeast Pacific Ocean, Southeast Pacific Ocean",1,NA,"PARATYPE","iDigBio",NA,NA,NA,NA,"f45a22e6-f433-4b9b-92bf-02eff4065174","NULL"
"urn:uuid:461f5c5e-2405-4319-a7de-b820b3a64877","Gulfo de Ancud. Capesa Wappi Island, off Puerto Montt",NA,"YPM",NA,1934,"Animalia","Prolatilus",-72.994654,551,-41.60359,"PreservedSpecimen","VZ",NA,"YPM ICH 009314","1934-01-17",NA,"Pinguipedidae","Prolatilus jugularis",NA,1,NA,NA,"iDigBio",NA,NA,NA,NA,"df86c58f-69aa-4bbd-bec1-2585c854a772","NULL"
"urn:uuid:d48c0949-7c2f-4b61-b000-610dda76f943","Maillen Island, 9 miles from Puerto Montt",NA,"YPM",NA,1934,"Animalia",NA,-73,111111,-42,"PreservedSpecimen","VZ",NA,"YPM ICH 016854","1934-01-17/1934-01-18",NA,"Clinidae","Clinidae","Pacific Ocean",5,NA,NA,"iDigBio",NA,NA,NA,NA,"88db767e-d948-4c7e-acb6-1e92f78fbac8","NULL"
"urn:uuid:ee5b3d94-5c3d-4928-a890-2f6b4fc28f40","Maillen Island, 9 miles from Puerto Montt",NA,"YPM",NA,1935,"Animalia","Patagonotothen",-72.992057,2878,-41.574044,"PreservedSpecimen","VZ",NA,"YPM ICH 009331","1935-01-17",NA,"Nototheniidae","Patagonotothen cornucola","Pacific Ocean",17,NA,NA,"iDigBio",NA,NA,NA,NA,"4e0fbc90-c5d6-4be8-b92d-0a6f0d523016","NULL"
"urn:uuid:b5f4f9b9-d05e-470a-84ec-3659a2c83d72","Gulfo de Ancud. Capesa Wappi Island, off Puerto Montt",NA,"YPM",NA,1935,"Animalia","Eleginops",-72.994654,551,-41.60359,"PreservedSpecimen","VZ",NA,"YPM ICH 009315","1935-01-17",NA,"Eleginopidae","Eleginops maclovinus",NA,2,NA,NA,"iDigBio",NA,NA,NA,NA,"e0b79441-3fb7-4bd7-9567-3b68fb0e00c4","NULL"
"urn:uuid:df8f5d92-3463-4b38-963c-358e940381e7","Maillen Island, 9 miles from Puerto Montt",NA,"YPM",NA,1935,"Animalia","Ophiogobius",-72.992057,2878,-41.574044,"PreservedSpecimen","VZ",NA,"YPM ICH 009332","1935-01-18",NA,"Gobiidae","Ophiogobius jenynsi","Pacific Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"09cfbfb6-a885-4cbc-b775-75eefa92544d","NULL"
"urn:uuid:2548aba1-75a2-430d-bddd-1d5d9c367bd5","Maillen Island, 9 miles from Puerto Montt",NA,"YPM",NA,1935,"Animalia","Myxodes",-72.992057,2878,-41.574044,"PreservedSpecimen","VZ",NA,"YPM ICH 009339","1935-01-18",NA,"Clinidae","Myxodes cristatus","Pacific Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"5d5a9488-e15a-4a69-9770-dd83cbc879be","NULL"
"urn:uuid:e68489d4-4a01-4cae-b60e-b38556654cfe","Maillen Island, 9 miles from Puerto Montt",NA,"YPM",NA,1935,"Animalia","Calliclinus",-72.992057,2878,-41.574044,"PreservedSpecimen","VZ",NA,"YPM ICH 009338","1935-01-18",NA,"Labrisomidae","Calliclinus geniguttatus","Pacific Ocean",1,NA,NA,"iDigBio",NA,NA,NA,NA,"76e331e2-c81a-46dd-a790-98ff80f7de25","NULL"
"762b79fe-0899-41af-9313-7979a02a01e2","Punta Bueno (Pacific Ocean)",NA,"UMMZ","RL Fricke on 'Vagabondia'",1936,NA,"Caprodon",-72.375043,NA,-53.568279,"PreservedSpecimen","ummz_fish",NA,"215344","1936-03-13",NA,"Serranidae","Caprodon",NA,NA,NA,NA,"iDigBio; Fish",NA,NA,NA,NA,"89ce28dc-b377-468f-8fe3-edb53c2d43d9","NULL"
"259d4ced-ebbd-4f5a-88ab-7976553f0b4e","Punta Bueno, Strait of Magellan",NA,"UMMZ","RL Fricke on 'Vagabondia'",1936,NA,"Notothenia",-72.375043,NA,-53.568279,"PreservedSpecimen","ummz_fish",NA,"215347","1936-03-17",NA,"Nototheniidae","Notothenia",NA,NA,NA,NA,"iDigBio; Fish",NA,NA,NA,NA,"c4ebfd49-ad56-4687-ad60-fdb8aefe01fb","NULL"
"http://n2t.net/ark:/65665/38ff17e9c-40c4-480a-91cc-f43c947cc5c3","Chile, Puerto Montt and Canal Tenglo","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Eleginops",-72.97,NA,-41.5,"PreservedSpecimen","FISH","1945 Jan 18 - 0000 00 00","USNM 176389","1945-01-18","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Nototheniidae","Eleginops maclovinus","South Pacific Ocean",3,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"1d32cabd-2b64-4e7a-9d14-bcfd777143e1","NULL"
"http://n2t.net/ark:/65665/347e50d2a-6abf-4f62-84b8-4e6c9ea77e1c","Chile, Puerto Montt and Canal Tenglo","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Eleginops",-72.97,NA,-41.5,"PreservedSpecimen","FISH","1945 Jan 18 - 0000 00 00","USNM 114933","1945-01-18","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Nototheniidae","Eleginops maclovinus","South Pacific Ocean",2,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"2684efb2-c0d7-4b55-af1c-f700ed4d1265","NULL"
"http://n2t.net/ark:/65665/3e3d9c86c-ad95-4868-9248-57cb0ffeb6e8","Chile, Bahia Lin","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Patagonotothen",-73.1,NA,-41.9,"PreservedSpecimen","FISH","1945 Jan 20 - 0000 00 00","USNM 200786","1945-01-20","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Nototheniidae","Patagonotothen brevicauda","South Pacific Ocean",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"12f71724-cb9e-45ea-b590-f084618e4f19","NULL"
"http://n2t.net/ark:/65665/3dc3fbf19-45cf-41d6-a3cb-dc72011b55ff","Chile, Bahia Lin","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Patagonotothen",-73.1,NA,-41.9,"PreservedSpecimen","FISH","1945 Jan 20 - 0000 00 00","USNM 176597","1945-01-20","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Nototheniidae","Patagonotothen longipes","South Pacific Ocean",3,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"a84e2e7c-44ca-42ad-bc7f-16f2abea8277","NULL"
"http://n2t.net/ark:/65665/3f100c5fe-53df-4c27-a44b-ea0373e4b155","Chile, Castro","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Patagonotothen",-72.77,NA,-42.48,"PreservedSpecimen","FISH","1945 Jan 20 - 0000 00 00","USNM 114931","1945-01-20","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Nototheniidae","Patagonotothen longipes","South Pacific Ocean",2,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"c1a6f206-d473-4206-a9ff-56ae7af32c8d","NULL"
"http://n2t.net/ark:/65665/3062165d7-f29a-4954-88e3-e128f1ff988e","Chile, Bahia Lin","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Cottoperca",-73.1,NA,-41.9,"PreservedSpecimen","FISH","1945 Jan 20 - 0000 00 00","USNM 176596","1945-01-20","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Bovichtidae","Cottoperca gobio","South Pacific Ocean",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"f3cf9fc4-32f1-46b8-9778-f13722a8387e","NULL"
"http://n2t.net/ark:/65665/30950ccce-913b-4251-b197-cc3aec440e48","Chile, Puerto Auchemo","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Eleginops",-72.83,NA,-43.025,"PreservedSpecimen","FISH","1945 Jan 22 - 0000 00 00","USNM 176388","1945-01-22","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Nototheniidae","Eleginops maclovinus","South Pacific Ocean",5,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"55a48c1a-dc46-4ccd-a6e8-b0f6303ad85b","NULL"
"http://n2t.net/ark:/65665/36fd90e6a-bb08-4653-a99e-4d14f3597e93","Chile, Puerto Auchemo","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Bovichtus",-72.83,NA,-43.025,"PreservedSpecimen","FISH","1945 Jan 22 - 0000 00 00","USNM 176393","1945-01-22","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Bovichtidae","Bovichtus chilensis","South Pacific Ocean",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"e5cfd5d0-ee9a-40ce-9b7b-3c888d541dc1","NULL"
"http://n2t.net/ark:/65665/332815eff-9c2c-433a-97c3-27da2c4ba4a3","Chile, Puerto Auchemo, near Islacarmenrock, pool with Derris","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Myxodes",-72.83,NA,-43.025,"PreservedSpecimen","FISH","1945 Jan 23 - 0000 00 00","USNM 176543","1945-01-23","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Clinidae","Myxodes cristatus","South Pacific Ocean",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"60aae3d5-33eb-4c2b-a1b4-5fb3f204b979","NULL"
"http://n2t.net/ark:/65665/3216909cf-90dd-4f97-adb1-b4dc5edc0e51","Chile, Puerto Auchemo","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Patagonotothen",-72.83,NA,-43.025,"PreservedSpecimen","FISH","1945 Jan 23 - 0000 00 00","USNM 114932","1945-01-23","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Nototheniidae","Patagonotothen longipes","South Pacific Ocean",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"9d6619c5-480f-43e8-b782-e401bbf72b54","NULL"
"http://n2t.net/ark:/65665/3b8a7eea9-316a-437c-98a8-5888cf2096cd","Chile, Tic Toc Bay","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Eleginops",-73,NA,-43.62,"PreservedSpecimen","FISH","1945 Jan 24 - 0000 00 00","USNM 176386","1945-01-24","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Nototheniidae","Eleginops maclovinus","South Pacific Ocean, Tic Toc Bay",2,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"27e6d89c-51a0-4a9b-8490-88d724504a97","NULL"
"http://n2t.net/ark:/65665/39198ee8b-35a5-45e8-a179-ca5a4722cb17","Chile, Tic Toc Bay","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Patagonotothen",-73,NA,-43.62,"PreservedSpecimen","FISH","1945 Jan 24 - 0000 00 00","USNM 176486","1945-01-24","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Nototheniidae","Patagonotothen longipes","South Pacific Ocean, Tic Toc Bay",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"46761a09-9f5a-46b1-9820-739ecb7b66e7","NULL"
"http://n2t.net/ark:/65665/37036d34a-8928-4a41-a0e2-b949612670c4","Chile, Puerto Auchemo","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Patagonotothen",-72.83,NA,-43.025,"PreservedSpecimen","FISH","1945 Jan 24 - 0000 00 00","USNM 176390","1945-01-24","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Nototheniidae","Patagonotothen longipes","South Pacific Ocean",7,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"63d44679-e60c-49f3-9b2f-f69843e73f3f","NULL"
"http://n2t.net/ark:/65665/336022ab9-83cd-47e0-9c90-6c478ae4db8c","Chile, Tictoc Bay","urn:lsid:biocol.org:col:34871","USNM","Derris",1945,"Animalia","Helcogrammoides",-73,NA,-43.62,"PreservedSpecimen","FISH","1945 Jan 24 - 0000 00 00","USNM 176503","1945-01-24","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Tripterygiidae","Helcogrammoides cunninghami","South Pacific Ocean",5,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"9dfb83ab-51fa-4e90-a850-834818230e77","NULL"
"http://n2t.net/ark:/65665/3d220a463-d058-414e-8ab8-4235303aa3a2","Chile, Tic Toc Bay","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Nemadactylus",-73,NA,-43.62,"PreservedSpecimen","FISH","1945 Jan 24 - 0000 00 00","USNM 176477","1945-01-24","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Cheilodactylidae","Nemadactylus bergi","South Pacific Ocean, Tic Toc Bay",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"e028b606-51ce-4893-a3f3-1cafa1098fb0","NULL"
"http://n2t.net/ark:/65665/3dd7626c2-b8b4-4c28-829b-54062bf70bf5","Chile, Huichas Island","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Cottoperca",-73.55,NA,-45.175,"PreservedSpecimen","FISH","1945 Jan 25 - 0000 00 00","USNM 176423","1945-01-25","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Bovichtidae","Cottoperca gobio","South Pacific Ocean",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"3be6c329-6515-4e3f-a3d7-2cb10d75c47b","NULL"
"http://n2t.net/ark:/65665/3aede503a-560e-4a0f-83cb-96e0425b6a9b","Huichas Island","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Notothenia",-73.55,NA,-45.175,"PreservedSpecimen","FISH","1945 Jan 25 - 0000 00 00","USNM 176391","1945-01-25","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Nototheniidae","Notothenia angustata","South Pacific Ocean",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"bbc703b1-07d7-4eb7-a742-42208b9be7de","NULL"
"http://n2t.net/ark:/65665/34b6c3adf-8969-4d3d-8f7c-d8409dbca086","Chile, Puerto Ballena","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Cottoperca",-73.45,NA,-44.15,"PreservedSpecimen","FISH","1945 Feb 01 - 0000 00 00","USNM 176392","1945-02-01","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Bovichtidae","Cottoperca gobio","South Pacific Ocean",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"65aa079d-6f00-476e-88af-40b4ad464c5a","NULL"
"http://n2t.net/ark:/65665/350a0e746-685f-4f77-90bd-ee7fe0955d1c","Quellon (Chiloe Island)","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Seriolella",-73.62,NA,-43.13,"PreservedSpecimen","FISH",NA,"USNM 176593","1945-02-02/1945-02-03","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Centrolophidae","Seriolella porosa","South Pacific Ocean",3,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"f453fcd1-8682-44a7-8e1c-d372bdb13cfa","NULL"
"http://n2t.net/ark:/65665/3e5de4214-df7b-48a9-9962-9998e68465e9","Chile, Chonchi, Chiloe Island","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Cottoperca",-73.77,NA,-42.625,"PreservedSpecimen","FISH","1945 Feb 04 - 0000 00 00","USNM 114925","1945-02-04","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Bovichtidae","Cottoperca gobio","South Pacific Ocean",5,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"7a91131f-5df1-44a8-97c0-afc96bc19240","NULL"
"http://n2t.net/ark:/65665/3d1b08a90-28c1-4d2b-81ca-0350220019bd","Ancud, Chiloe Island, Golfo de Quetalmaue, Pullingua","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Ophiogobius",-73.88,NA,-41.87,"MachineObservation","FISH","1945 Feb 07 - 0000 00 00","USNM RAD108929","1945-02-07","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Gobiidae","Ophiogobius ophiocephalus","South Pacific Ocean",2,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"110dda92-65b2-466f-8120-be500aacd59d","NULL"
"http://n2t.net/ark:/65665/36fd568ea-dbaa-4836-ab6a-32ef71c79cae","Ancud, Chiloe Island, Golfo de Quetalmaue, Pullingua","urn:lsid:biocol.org:col:34871","USNM",NA,1945,"Animalia","Ophiogobius",-73.88,NA,-41.87,"PreservedSpecimen","FISH","1945 Feb 07 - 0000 00 00","USNM 176505","1945-02-07","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Gobiidae","Ophiogobius ophiocephalus","South Pacific Ocean",1,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"7e19cd65-58f6-4167-8326-91665e41616f","NULL"
"C691040C-E2AE-408A-A919-BAABED16DC25","Punta Santa Maria, Peninsula de Brunswick, 23 km S of Ciudad Punta Arenas",NA,"UF","Cekulovic, J",1956,NA,"Patagonotothen",-70.9665,NA,-53.365857,"PreservedSpecimen","Fish",NA,"206219","1956-03-24",NA,"Nototheniidae","Patagonotothen cornucola",NA,NA,NA,NA,"iDigBio",NA,NA,NA,NA,"64674cfd-223e-4a00-a6fc-39854aec19a4","NULL"
"D680C9FA-E5A9-487B-B066-891D3ECB3401","Punta Santa Maria, Peninsula de Brunswick, 23 km S of Ciudad Punta Arenas",NA,"UF","Cekulovic, J",1956,NA,"Harpagifer",-70.9665,NA,-53.365857,"PreservedSpecimen","Fish",NA,"206218","1956-03-24",NA,"Harpagiferidae","Harpagifer bispinis",NA,NA,NA,NA,"iDigBio",NA,NA,NA,NA,"fb9bbb02-7747-4497-9613-8691ab9e8a78","NULL"
"15a4b9d7-9801-4bc9-91d8-a1a8f97fa619","Strait of Magellan, Punta Arenas, intertidal","https://scientific-collections.gbif.org/institution/2fc908ba-e775-49e2-bffe-6b9041c3b70f","LACM","Eltanin",1966,"Animalia","Austrolycus",-70.88,NA,-53.16,"PreservedSpecimen","Fish",NA,"26550.000","1966-03-30","https://scientific-collections.gbif.org/collection/439095a6-e9e0-412b-b770-2a9200251977","Zoarcidae","Austrolycus depressiceps","Southeastern Pacific",1,NA,NA,"iDigBio; LACM Vertebrates","Vessel: Eltanin","individuals","Elt.","1","714368aa-eb64-4bbd-a9a4-c1ac7697dcef","NULL"
"http://n2t.net/ark:/65665/3cfb3c4f9-4380-4c5d-bf20-3f30eca22327","Near Puerto Montt Chile","urn:lsid:biocol.org:col:34871","USNM",NA,1967,"Animalia","Prolatilus",-73.07,NA,-41.6,"PreservedSpecimen","FISH","1967 Sep 16 - 0000 00 00","USNM 213592","1967-09-16","urn:uuid:09c9cf5f-f5d3-48cc-b5c8-cd9b9fbd631f","Pinguipedidae","Prolatilus jugularis","South Pacific Ocean",2,NA,NA,"iDigBio; NMNH Extant Biology",NA,NA,NA,NA,"208eebbb-e92e-4510-af1c-beaa994aa7d5","NULL"
"MCZ:Ich:46219","Stream entering Lago Buenos Ayres.","b4640710-8e03-11d8-b956-b8a03c50a862","MCZ","Robert M. McDowall",1968,"Animalia","Percichthys",-72.11705,78689,-46.5263,"PreservedSpecimen","Ich","17/2/1968-17/2/1968","46219","1968-02-17",NA,"Percichthyidae","Percichthys trucha (Valenciennes, 1833)",NA,4,"adult",NA,"iDigBio",NA,NA,NA,NA,"40773073-813d-481a-9f69-37c6965e312c","list(`dwc:identifiedBy` = ""Robert M. McDowall"", `dwc:identificationRemarks` = ""[MUSE DETERMINER: McDowell_RM/1968]"", `dwc:identificationVerificationStatus` = ""migration"", coreid = ""MCZ:Ich:46219"", `dwc:identificationID` = ""846154"", `dwc:scientificName` = ""Percichthys trucha"")"
"urn:catalog:CAS:ICH:53299","Ushuaia, Bahia Golondrina; in tidepool under rocks.","http://grscicoll.org/institution/california-academy-sciences","CAS","Gosztonyi, Atila E.",1968,"Animalia","Maynea",-68.583333,NA,-53.833333,"PreservedSpecimen","ICH",NA,"53299","1968-11-23","http://grscicoll.org/institutional-collection/cas-ichthyology","Zoarcidae","Maynea puncta",NA,1,NA,NA,"iDigBio",NA,NA,NA,NA,"a8f03786-ac7e-4ff0-9574-8500937e11e1","NULL"
