checkbackmatch,id_CC,datasetName,decimalLatitude,decimalLongitude,canonicalName,year,eventDate,locality,catalogNumber,bibliographicCitation,institutionCode,occurrenceID,duplicated_CC,spatialClust_CC,recordedBy,identifiedBy,institutionID,occurrenceStatus,collectionCode,collectionID,rObjectRank_CC,scientificName,individualCount,samplingProtocol,locationRemarks,associatedReferences,license,rightsHolder,accessRights,basisOfRecord,coordinateUncertaintyInMeters,verbatimEventDate,waterBody,lifeStage,typeStatus,organismQuantityType,recordNumber,organismQuantity,uuid,Identification,higherClassification,stateProvince,month,references,startDayOfYear,taxonRank,specificEpithet,countryCode,geodeticDatum,higherGeography,verbatimLocality,day,eventID,class,language,country,georeferenceVerificationStatus,modified,nomenclaturalCode,continent,endDayOfYear,georeferencedDate,georeferenceProtocol,georeferencedBy,habitat,eventRemarks,preparations,fieldNumber,georeferenceSources,scientificNameAuthorship,georeferenceRemarks,county,otherCatalogNumbers,establishmentMeans,dynamicProperties,occurrenceRemarks,island,verbatimDepth,maximumDepthInMeters,minimumDepthInMeters,footprintWKT,verbatimCoordinateSystem,identificationVerificationStatus,disposition,ownerInstitutionCode,islandGroup,identificationRemarks,municipality,vernacularName,previousIdentifications,locationAccordingTo,sex,eventTime,locationID,organismID,datasetID,associatedMedia,infraspecificEpithet,verbatimLongitude,verbatimLatitude,materialSampleID,subgenus,minimumElevationInMeters,maximumElevationInMeters,namePublishedInID,scientificNameID,namePublishedInYear,namePublishedIn,verbatimCoordinates,originalNameUsage,associatedSequences,identificationQualifier,verbatimElevation,earliestAgeOrLowestStage,verbatimTaxonRank,formation,lithostratigraphicTerms,latestAgeOrHighestStage,group,member,lowestBiostratigraphicZone,highestBiostratigraphicZone,bed,earliestPeriodOrLowestSystem,earliestEpochOrLowestSeries,latestEonOrHighestEonothem,earliestEraOrLowestErathem,earliestEonOrLowestEonothem,latestEraOrHighestErathem,geologicalContextID,latestPeriodOrHighestSystem,latestEpochOrHighestSeries,samplingEffort,recordedByID,dateIdentified,taxonID,gbifID,datasetKey,verbatimScientificName,verbatimScientificNameAuthorship,publishingOrgKey,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,taxonKey,speciesKey,lastInterpreted,mediaType,issue,verbatimSRS,sampleSizeValue,sampleSizeUnit,scientificName_Old,IncludePewProAP,rank,kingdom,phylum,order,family,genus,species
,15,MMA2017,-50.386,-75.252,Galaxias maculatus,2009,2009-2-24,"Rio 1, bahia cercana a Guarello. Isla Madre de Dios",NA,"OrigenReg: Base de Datos EULA UdeC, FuenteReg: Base Datos 2009",NA,MMA:ICT:0001902,FALSE,1830,Jorge Gonzalez,NA,Centro EULA UDEC Evelyn Habit,NA,NA,NA,9,"Galaxias maculatus (Jenyns, 1842)",33,Pesca Electrica,NA,NA,CC_BY_NC_4_0,NA,consultar con institución/autor,3,GPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4463090652,45c3d8d2-7352-4dd1-aefd-c21e0b6b004e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Galaxias,Galaxias maculatus
,16,MMA2017,-50.386,-75.251,Aplochiton zebra,2009,2009-3-2,"Rio 1, bahia cercana a Guarello. Isla Madre de Dios",NA,"OrigenReg: Base de Datos EULA UdeC, FuenteReg: Base Datos 2009",NA,MMA:ICT:0000085,FALSE,1736,Jorge Gonzalez,NA,Centro EULA UDEC Evelyn Habit,NA,NA,NA,9,"Aplochiton zebra Jenyns, 1842",16,Pesca Electrica,NA,NA,CC_BY_NC_4_0,NA,consultar con institución/autor,3,GPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4463086096,45c3d8d2-7352-4dd1-aefd-c21e0b6b004e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton zebra,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Aplochiton,Aplochiton zebra
,17,MMA2017,-50.386,-75.251,Eleginops maclovinus,2014,2014-2-14,Rio Tote. Isla Madre de Dios,NA,"OrigenReg: Base de Datos EULA UdeC, FuenteReg: Base Datos 2014",NA,MMA:ICT:0001810,FALSE,1736,Evelyn Habit,NA,Centro EULA UDEC Evelyn Habit,NA,NA,NA,9,"Eleginops maclovinus (Cuvier, 1830)",2,Pesca Electrica,NA,NA,CC_BY_NC_4_0,NA,consultar con institución/autor,3,GPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4463088751,45c3d8d2-7352-4dd1-aefd-c21e0b6b004e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eleginops maclovinus,1,SPECIES,Animalia,Chordata,Perciformes,Eleginopsidae,Eleginops,Eleginops maclovinus
,18,MMA2017,-50.386,-75.251,Galaxias maculatus,2014,2014-4-24,Rio Tote. Isla Madre de Dios,NA,"OrigenReg: Base de Datos EULA UdeC, FuenteReg: Base Datos 2014",NA,MMA:ICT:0002019,TRUE,1736,Evelyn Habit,NA,Centro EULA UDEC Evelyn Habit,NA,NA,NA,9,"Galaxias maculatus (Jenyns, 1842)",115,Red Encierro,NA,NA,CC_BY_NC_4_0,NA,consultar con institución/autor,3,GPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4463087577,45c3d8d2-7352-4dd1-aefd-c21e0b6b004e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Galaxias,Galaxias maculatus
,20,MMA2017,-50.382,-75.247,Galaxias maculatus,2009,2009-2-24,"Rio 2, bahia cercana a Guarello. Isla Madre de Dios",NA,"OrigenReg: Base de Datos EULA UdeC, FuenteReg: Base Datos 2009",NA,MMA:ICT:0001903,FALSE,1831,Jorge Gonzalez,NA,Centro EULA UDEC Evelyn Habit,NA,NA,NA,9,"Galaxias maculatus (Jenyns, 1842)",44,Pesca Electrica,NA,NA,CC_BY_NC_4_0,NA,consultar con institución/autor,3,GPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4463090653,45c3d8d2-7352-4dd1-aefd-c21e0b6b004e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Galaxias,Galaxias maculatus
,21,Aguilar-González 2023,-48.9000000002,-75.1,Eleginops maclovinus,2010,2010-03-21,Canal Fallos,850,"Hüne, Mathias, & Ojeda, Jaime. (2012). Estructura del ensamble de peces costeros de los canales y fiordos de la zona central de la Patagonia chilena (48º-52ºS). Revista de biología marina y oceanografía, 47(3), 451-460. https://dx.doi.org/10.4067/S0718-19572012000300008",NA,NA,FALSE,1178,NA,NA,NA,NA,NA,NA,6,"Eleginops maclovinus (Cuvier, 1830)",15,"red de trasmallo de 60 m largo, 3 m alto, 2.5 cm de tamaño de malla interna y 12 cm de malla externa, con períodos de reposo de 12 h",NA,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,40258,NA,NA,NA,NA,NA,NA,NA,NA,NA,Región de Magallanes,3,-,NA,NA,maclovinus,CL,NA,NA,NA,21,NA,Actinopterygii,NA,Chile,NA,NA,NA,Sudamérica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Provincia Última Esperanza,NA,native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comuna de Natales,Róbalo,NA,NA,NA,NA,NA,NA,NA,NA,NA,"75°23,8'W","48°54,4'S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eleginops maclovinus,1,SPECIES,Animalia,Chordata,Perciformes,Eleginopsidae,Eleginops,Eleginops maclovinus
,22,MMA2017,-50.212,-74.972,Aplochiton zebra,2009,2009-3-3,"Rio 1, Canal Molineaux. Isla Madre de Dios",NA,"OrigenReg: Base de Datos EULA UdeC, FuenteReg: Base Datos 2009",NA,MMA:ICT:0000086,FALSE,1737,Jorge Gonzalez,NA,Centro EULA UDEC Evelyn Habit,NA,NA,NA,9,"Aplochiton zebra Jenyns, 1842",1,Pesca Electrica,NA,NA,CC_BY_NC_4_0,NA,consultar con institución/autor,3,GPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4463086095,45c3d8d2-7352-4dd1-aefd-c21e0b6b004e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton zebra,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Aplochiton,Aplochiton zebra
,23,MMA2017,-50.212,-74.972,Galaxias maculatus,2009,2009-2-24,"Rio 1, Canal Molineaux. Isla Madre de Dios",NA,"OrigenReg: Base de Datos EULA UdeC, FuenteReg: Base Datos 2009",NA,MMA:ICT:0001904,FALSE,1737,Jorge Gonzalez,NA,Centro EULA UDEC Evelyn Habit,NA,NA,NA,9,"Galaxias maculatus (Jenyns, 1842)",57,Pesca Electrica,NA,NA,CC_BY_NC_4_0,NA,consultar con institución/autor,3,GPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4463090654,45c3d8d2-7352-4dd1-aefd-c21e0b6b004e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Galaxias,Galaxias maculatus
,24,MMA2017,-51.542,-74.904,Aplochiton zebra,2009,2009-2-27,Rio Pequeno. Isla Virtudes. Islas Daroch y Virtudes,NA,"OrigenReg: Base de Datos EULA UdeC, FuenteReg: Base Datos 2009",NA,MMA:ICT:0000088,FALSE,1739,Jorge Gonzalez,NA,Centro EULA UDEC Evelyn Habit,NA,NA,NA,9,"Aplochiton zebra Jenyns, 1842",10,Pesca Electrica,NA,NA,CC_BY_NC_4_0,NA,consultar con institución/autor,3,GPS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4463086093,45c3d8d2-7352-4dd1-aefd-c21e0b6b004e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton zebra,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Aplochiton,Aplochiton zebra
,25,GBIF,-45.8317,-74.8933,Atheriniformes,1995,1995-11-02,,,NA,SHOA,CIMAR1_67_sp16,FALSE,1549,,,NA,ABSENT,CIMAR1_Fernando Balbontin_larvas,NA,8,Atheriniformes,NA,NA,NA,NA,CC_BY_NC_4_0,,NA,MATERIAL_SAMPLE,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,,11,NA,NA,ORDER,NA,CL,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,5189133576,217d4518-f786-4b75-b901-6d57de51a901,Atheriniformes,,528e9373-674e-48d0-a641-d0ae998c5ba0,NA,NA,NA,55,55,496,NA,2025-11-25T13:06:22.972Z,,RECORDED_DATE_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE,NA,NA,NA,Atheriniformes,1,ORDER,Animalia,Chordata,Atheriniformes,NA,NA,NA
,26,GBIF,-44.2133,-74.88,Atheriniformes,1995,1995-10-25,,,NA,SHOA,CIMAR1_100_sp16,FALSE,1624,,,NA,ABSENT,CIMAR1_Fernando Balbontin_larvas,NA,8,Atheriniformes,NA,NA,NA,NA,CC_BY_NC_4_0,,NA,MATERIAL_SAMPLE,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,,10,NA,NA,ORDER,NA,CL,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,5189135510,217d4518-f786-4b75-b901-6d57de51a901,Atheriniformes,,528e9373-674e-48d0-a641-d0ae998c5ba0,NA,NA,NA,300,300,496,NA,2025-11-25T13:06:23.836Z,,INSTITUTION_MATCH_NONE,NA,NA,NA,Atheriniformes,1,ORDER,Animalia,Chordata,Atheriniformes,NA,NA,NA
,27,MMA2017,-50.171,-74.784,Aplochiton zebra,NA,NA,Bahia Tom. Isla Madre de Dios,NA,FuenteReg: McDowall 1971a,NA,MMA:ICT:0000217,FALSE,1786,NA,NA,Laboratorio Limnología U. de Chile (Irma Vila),NA,NA,NA,9,"Aplochiton zebra Jenyns, 1842",NA,NA,NA,NA,CC_BY_NC_4_0,NA,consultar con institución/autor,Colecta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4463087873,45c3d8d2-7352-4dd1-aefd-c21e0b6b004e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton zebra,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Aplochiton,Aplochiton zebra
,28,MMA2017,-47.81,-74.764,Aplochiton zebra,NA,NA,Canal Messier. Isla Juan Stuven,NA,FuenteReg: Gunther 1980 Estudio: Campos et al. 1993b,NA,MMA:ICT:0000206,FALSE,1782,NA,NA,Laboratorio Limnología U. de Chile (Irma Vila),NA,NA,NA,9,"Aplochiton zebra Jenyns, 1842",NA,NA,NA,NA,CC_BY_NC_4_0,NA,consultar con institución/autor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4463087902,45c3d8d2-7352-4dd1-aefd-c21e0b6b004e,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton zebra,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Aplochiton,Aplochiton zebra
,29,Aguilar-González 2023,-47.7499999998,-74.7499999998,Aplochiton taeniatus,NA,NA,Isla Harbor,1352,"Zama A. y Cárdenas E. 1984. Introduction into Aysen Chile of Pacific Salmon N°9: Descriptive Catalogue of Marine and Freshwater Fishes from the Aysén Region, Southern Chile, with Zoogeographical Notes on the Fish Fauna. Japan International Cooperation Agency. 94 p.",NA,NA,FALSE,1365,NA,NA,NA,NA,NA,NA,6,"Aplochiton taeniatus Jenyns, 1842",NA,"Surface gill net, bottom gill net, hook and line, dip net, bottom trawl, larva net, suface long line, bottom long line, cast net and Surber net.",NA,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Región de Aysén,NA,-,NA,NA,taeniatus,CL,NA,NA,NA,NA,NA,Actinopterygii,NA,Chile,NA,NA,NA,Sudamérica,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Provincia de Capitán Prat,NA,native,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Comuna de Tortel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74°45'O,47°45'S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton taeniatus,1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Aplochiton,Aplochiton taeniatus
,30,GBIF,-49.425,-74.683333,Eleginops maclovinus,1996,1996-10-14/1996-11-09,Parque Sound,2072,NA,IZUA-PM,cimar-fjords-cruises-07270,FALSE,1524,Pequeño (1999),Pequeño G.,NA,PRESENT,CIMAR-2 Cruise,NA,8,"Eleginops maclovinus (Cuvier, 1830)",10,NA,NA,NA,CC_BY_4_0,,NA,PRESERVED_SPECIMEN,100,NA,NA,NA,,NA,,NA,NA,NA,NA,Magallanes Region,NA,NA,NA,SPECIES,NA,CL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-11-09T00:00:00,NA,3808281657,a32c9375-e432-467d-83fe-7be2408b6a48,Eleginops maclovinus,"(Cuvier, 1830)",9c2fe801-eae7-4325-9181-e363345ff1a1,NA,NA,NA,5,0,2382427,2382427,2025-11-24T21:21:50.616Z,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE,NA,NA,NA,"Eleginops maclovinus (Cuvier, 1830)",1,SPECIES,Animalia,Chordata,Perciformes,Eleginopsidae,Eleginops,Eleginops maclovinus
,31,GBIF,-49.425,-74.683333,Galaxias maculatus,1996,1996-10-14/1996-11-09,Parque Sound,2068,NA,IZUA-PM,cimar-fjords-cruises-07271,FALSE,1524,Pequeño (1999),Pequeño G.,NA,PRESENT,CIMAR-2 Cruise,NA,8,"Galaxias maculatus (Jenyns, 1842)",57,NA,NA,NA,CC_BY_4_0,,NA,PRESERVED_SPECIMEN,100,NA,NA,NA,,NA,,NA,NA,NA,NA,Magallanes Region,NA,NA,NA,SPECIES,NA,CL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1996-11-09T00:00:00,NA,3808281666,a32c9375-e432-467d-83fe-7be2408b6a48,Galaxias maculatus,"(Jenyns, 1842)",9c2fe801-eae7-4325-9181-e363345ff1a1,NA,NA,NA,5,0,5214265,5214265,2025-11-24T21:21:50.613Z,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE,NA,NA,NA,"Galaxias maculatus (Jenyns, 1842)",1,SPECIES,Animalia,Chordata,Osmeriformes,Galaxiidae,Galaxias,Galaxias maculatus
,32,GBIF,-43.7733,-74.6183,Atheriniformes,1995,1995-10-25,,,NA,SHOA,CIMAR1_102_sp16,FALSE,1603,,,NA,ABSENT,CIMAR1_Fernando Balbontin_larvas,NA,8,Atheriniformes,NA,NA,NA,NA,CC_BY_NC_4_0,,NA,MATERIAL_SAMPLE,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,,10,NA,NA,ORDER,NA,CL,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,5189134963,217d4518-f786-4b75-b901-6d57de51a901,Atheriniformes,,528e9373-674e-48d0-a641-d0ae998c5ba0,NA,NA,NA,118,118,496,NA,2025-11-25T13:06:23.668Z,,INSTITUTION_MATCH_NONE,NA,NA,NA,Atheriniformes,1,ORDER,Animalia,Chordata,Atheriniformes,NA,NA,NA
,33,GBIF,-45.395,-74.61,Atheriniformes,1995,1995-11-03,,,NA,SHOA,CIMAR1_70_sp16,FALSE,1564,,,NA,ABSENT,CIMAR1_Fernando Balbontin_larvas,NA,8,Atheriniformes,NA,NA,NA,NA,CC_BY_NC_4_0,,NA,MATERIAL_SAMPLE,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,,11,NA,NA,ORDER,NA,CL,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,5189133900,217d4518-f786-4b75-b901-6d57de51a901,Atheriniformes,,528e9373-674e-48d0-a641-d0ae998c5ba0,NA,NA,NA,40,40,496,NA,2025-11-25T13:06:23.158Z,,RECORDED_DATE_INVALID;INSTITUTION_MATCH_NONE,NA,NA,NA,Atheriniformes,1,ORDER,Animalia,Chordata,Atheriniformes,NA,NA,NA
