id_CC,Comment,duplicated,spatialClu,canonicalN,eventDate,year,locality,bibliograp,datasetNam,recordedBy,identified,catalogNum,institutio,institut_1,occurrence,occurren_1,collection,collecti_1,rObjectRan,decimalLat,decimalLon,scientific,individual,samplingPr,locationRe,license,rightsHold,accessRigh,basisOfRec,eventRemar,references,sex,lifeStage,establishm,dispositio,occurren_2,verbatimEv,eventTime,month,day,habitat,samplingEf,continent,country,countryCod,stateProvi,county,municipali,verbatimEl,verbatimLa,verbatimLo,kingdom,phylum,class,order,family,genus,specificEp,vernacular,coordinate,waterBody,typeStatus,organismQu,recordNumb,organism_1,uuid,Identifica,gbifID,datasetKey,species,infraspeci,taxonRank,verbatimSc,verbatim_1,publishing,coordina_1,elevation,elevationA,depth,depthAccur,taxonKey,speciesKey,dateIdenti,lastInterp,mediaType,issue,recorded_1,modified,taxonID,verbatimCo,verbatimSR,bibiograph,sampleSize,sampleSi_1,higherClas,startDayOf,geodeticDa,higherGeog,verbatim_2,eventID,language,georeferen,nomenclatu,endDayOfYe,georefer_1,georefer_2,georefer_3,preparatio,fieldNumbe,georefer_4,scientif_1,georefer_5,associated,otherCatal,dynamicPro,island,verbatimDe,maximumDep,minimumDep,footprintW,identifi_1,ownerInsti,islandGrou,identifi_2,previousId,locationAc,locationID,organismID,datasetID,associat_1,materialSa,subgenus,minimumEle,maximumEle,namePublis,scientif_2,namePubl_1,namePubl_2,verbatim_3,originalNa,associat_2,identifi_3,earliestAg,verbatimTa,formation,lithostrat,latestAgeO,group,member,lowestBios,highestBio,bed,earliestPe,earliestEp,latestEonO,earliestEr,earliestEo,latestEraO,geological,latestPeri,latestEpoc,scientif_3,IncludePew,Duplicate,Comment,.references,.associatedReferences,.decimalLat,.decimalLon,.locality,.year,.eventDate,.bibliographicCitation,.canonicalName,.scientificName,.catalogNumber,.recordedBy,.occurrenceID
17,,false,1160,Aplochiton zebra,NA,NA,Port Otway,"Zama A. y Cárdenas E. 1984. Introduction into Aysen Chile of Pacific Salmon N°9: Descriptive Catalogue of Marine and Freshwater Fishes from the Aysén Region, Southern Chile, with Zoogeographical Notes on the Fish Fauna. Japan International Cooperation","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,1354,NA,NA,NA,NA,NA,NA,4,-46.8333333329,-75.2999999996,"Aplochiton zebra Jenyns, 1842",NA,"Surface gill net, bottom gill net, hook and line, dip net, bottom trawl, larva net, suface long line, bottom long line, cast net and Surber net.",NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,-,NA,NA,native,NA,NA,NA,NA,NA,NA,NA,NA,Sudamérica,Chile,CL,Región de Aysén,Provincia de Aysén,Comuna de Aysén,NA,46°50'S,75°18'O,Animalia,Chordata,Actinopterygii,Osmeriformes,Galaxiidae,Aplochiton,zebra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton zebra,true,,,,,,,,,,,,,,,
18,,true,1160,Galaxias maculatus,NA,NA,Port Otway,"Rademacher K. 2007. Peces litorales de Aysén y sus relaciones ictiogeográficas. Tesis de Pregrado Biología Marina, Facultad de Ciencias. Universidad Austral de Chile. 115 p.","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,1082,NA,NA,NA,NA,NA,NA,4,-46.8333333329,-75.2999999996,"Galaxias maculatus (Jenyns, 1842)",NA,NA,NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,"Thompson WF (1916) Fishes collected by the U.S. Bureau of Fisheries Steamer “Albatross” during 1888, between Montevideo, Uruguay and Tomé, Chile, on the voyage through the Strait of Magellan, Proc. U.S. Nat. Mus. 50: 401-476.   |  Zama A & E Cárden",NA,NA,native,NA,NA,NA,NA,NA,NA,NA,NA,Sudamérica,Chile,CL,Región de Aysén,Provincia de Aysén,Comuna de Aysén,NA,46°50'S,75°18'O,Animalia,Chordata,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias,maculatus,Puyen chico,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,true,0,,,,,,,,,,,,,,
20,,true,1730,Galaxias maculatus,2009-02-24,2009,"Rio 1, bahia cercana a Guarello. Isla Madre de Dios","OrigenReg: Base Datos EULA UdeC, FuenteReg: Base Datos 2009",MMA2017,Jorge Gonzalez,NA,NA,NA,Centro EULA UDEC Evelyn Habit,NA,NA,NA,NA,11,-50.386,-75.252,"Galaxias maculatus (Jenyns, 1842)",33,Pesca Electrica,NA,revisar,NA,consultar con institución/autor,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Galaxias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,true,,,,,,,,,,,,,,,
22,,true,1480,Aplochiton zebra,2009-03-02,2009,"Rio 1, bahia cercana a Guarello. Isla Madre de Dios","OrigenReg: Base Datos EULA UdeC, FuenteReg: Base Datos 2009",MMA2017,Jorge Gonzalez,NA,NA,NA,Centro EULA UDEC Evelyn Habit,NA,NA,NA,NA,11,-50.386,-75.251,"Aplochiton zebra Jenyns, 1842",16,Pesca Electrica,NA,revisar,NA,consultar con institución/autor,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Aplochiton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton zebra,true,,,,,,,,,,,,,,,
24,,true,1480,Eleginops maclovinus,2014-02-14,2014,Rio Tote. Isla Madre de Dios,"OrigenReg: Base Datos EULA UdeC, FuenteReg: Base Datos 2014",MMA2017,Evelyn Habit,NA,NA,NA,Centro EULA UDEC Evelyn Habit,NA,NA,NA,NA,11,-50.386,-75.251,"Eleginops maclovinus (Cuvier, 1830)",2,Pesca Electrica,NA,revisar,NA,consultar con institución/autor,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Perciformes,Eleginopsidae,Eleginops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eleginops maclovinus,true,,,,,,,,,,,,,,,
26,"associatedReferences: (Górski et al., 2017)",true,1480,Galaxias maculatus,2014-04-24,2014,Rio Tote. Isla Madre de Dios,"OrigenReg: Base Datos EULA UdeC, FuenteReg: Base Datos 2014",MMA2017,Evelyn Habit,NA,NA,NA,Centro EULA UDEC Evelyn Habit,NA,NA,NA,NA,11,-50.386,-75.251,"Galaxias maculatus (Jenyns, 1842)",115,Red Encierro,NA,revisar,NA,consultar con institución/autor,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Galaxias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,true,1,"associatedReferences: (Górski et al., 2017)",,"Górski et al., 2017",,,,,,,,,,,
30,,true,1731,Galaxias maculatus,2009-02-24,2009,"Rio 2, bahia cercana a Guarello. Isla Madre de Dios","OrigenReg: Base Datos EULA UdeC, FuenteReg: Base Datos 2009",MMA2017,Jorge Gonzalez,NA,NA,NA,Centro EULA UDEC Evelyn Habit,NA,NA,NA,NA,11,-50.382,-75.247,"Galaxias maculatus (Jenyns, 1842)",44,Pesca Electrica,NA,revisar,NA,consultar con institución/autor,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Galaxias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,true,,,,,,,,,,,,,,,
32,,false,1080,Eleginops maclovinus,NA,2010,Canal Fallos,"Hüne, Mathias, & Ojeda, Jaime. (2012). Estructura del ensamble de peces costeros de los canales y fiordos de la zona central de la Patagonia chilena (48º-52ºS). Revista de biología marina y oceanografía, 47(3), 451-460. https://dx.doi.org/10.4067","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,850,NA,NA,NA,NA,NA,NA,4,-48.9000000002,-75.1,"Eleginops maclovinus (Cuvier, 1830)",15,"red de trasmallo de 60 m largo, 3 m alto, 2.5 cm de tamaño de malla interna y 12 cm de malla externa, con períodos de reposo de 12 h",NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,-,NA,NA,native,NA,NA,40258,NA,3,21,NA,NA,Sudamérica,Chile,CL,Región de Magallanes,Provincia Última Esperanza,Comuna de Natales,NA,"48°54,4'S","75°23,8'W",Animalia,Chordata,Actinopterygii,Perciformes,Eleginopsidae,Eleginops,maclovinus,Róbalo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eleginops maclovinus,true,,,,,,,,,,,,,,,
33,,true,1482,Aplochiton zebra,2009-03-03,2009,"Rio 1, Canal Molineaux. Isla Madre de Dios","OrigenReg: Base Datos EULA UdeC, FuenteReg: Base Datos 2009",MMA2017,Jorge Gonzalez,NA,NA,NA,Centro EULA UDEC Evelyn Habit,NA,NA,NA,NA,11,-50.212,-74.972,"Aplochiton zebra Jenyns, 1842",1,Pesca Electrica,NA,revisar,NA,consultar con institución/autor,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Aplochiton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton zebra,true,,,,,,,,,,,,,,,
35,,true,1482,Galaxias maculatus,2009-02-24,2009,"Rio 1, Canal Molineaux. Isla Madre de Dios","OrigenReg: Base Datos EULA UdeC, FuenteReg: Base Datos 2009",MMA2017,Jorge Gonzalez,NA,NA,NA,Centro EULA UDEC Evelyn Habit,NA,NA,NA,NA,11,-50.212,-74.972,"Galaxias maculatus (Jenyns, 1842)",57,Pesca Electrica,NA,revisar,NA,consultar con institución/autor,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Galaxias,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias maculatus,true,,,,,,,,,,,,,,,
37,,true,1478,Aplochiton zebra,2009-02-27,2009,Rio Pequeno. Isla Virtudes. Islas Daroch y Virtudes,"OrigenReg: Base Datos EULA UdeC, FuenteReg: Base Datos 2009",MMA2017,Jorge Gonzalez,NA,NA,NA,Centro EULA UDEC Evelyn Habit,NA,NA,NA,NA,11,-51.542,-74.904,"Aplochiton zebra Jenyns, 1842",10,Pesca Electrica,NA,revisar,NA,consultar con institución/autor,3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Aplochiton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton zebra,true,,,,,,,,,,,,,,,
39,Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.,false,1750,Atheriniformes,1995-11-02,1995,,NA,GBIF,,,,SHOA,NA,CIMAR1_67_sp16,ABSENT,CIMAR1_Fernando Balbontin_larvas,NA,6,-45.8317,-74.8933,Atheriniformes,NA,NA,NA,CC_BY_NC_4_0,,NA,MATERIAL_SAMPLE,NA,NA,NA,NA,,NA,NA,NA,NA,11,2,NA,NA,NA,NA,CL,,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Atheriniformes,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,5189133576,217d4518-f786-4b75-b901-6d57de51a901,,,ORDER,Atheriniformes,,528e9373-674e-48d0-a641-d0ae998c5ba0,NA,NA,NA,55,55,496,NA,NA,2025-07-31 12:13:53.208,,RECORDED_DATE_INVALID;CONTINENT_DERIVED_FROM_COORDINATES;INSTITUTION_MATCH_NONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheriniformes,true,,Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.,,,,,,,,,,,,,
40,Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.,false,1826,Atheriniformes,1995-10-25,1995,,NA,GBIF,,,,SHOA,NA,CIMAR1_100_sp16,ABSENT,CIMAR1_Fernando Balbontin_larvas,NA,6,-44.2133,-74.88,Atheriniformes,NA,NA,NA,CC_BY_NC_4_0,,NA,MATERIAL_SAMPLE,NA,NA,NA,NA,,NA,NA,NA,NA,10,25,NA,NA,NA,NA,CL,,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Atheriniformes,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,5189135510,217d4518-f786-4b75-b901-6d57de51a901,,,ORDER,Atheriniformes,,528e9373-674e-48d0-a641-d0ae998c5ba0,NA,NA,NA,300,300,496,NA,NA,2025-07-31 12:13:53.208,,INSTITUTION_MATCH_NONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Atheriniformes,true,,Remove. Added to GBIF in June 1995. Could be removed because they are oceanographic stations.,,,,,,,,,,,,,
42,,false,1581,Aplochiton zebra,NA,NA,Bahia Tom. Isla Madre de Dios,FuenteReg: McDowall 1971a,MMA2017,NA,NA,NA,NA,Laboratorio Limnología U. de Chile (Irma Vila),NA,NA,NA,NA,11,-50.171,-74.784,"Aplochiton zebra Jenyns, 1842",NA,NA,NA,revisar,NA,consultar con institución/autor,Colecta,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Aplochiton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton zebra,true,,,,,,,,,,,,,,,
44,Change bibliographicReference to: FuenteReg: Gunther 1880 Estudio: Campos et al. 1993b,false,1585,Aplochiton zebra,NA,NA,Canal Messier. Isla Juan Stuven,FuenteReg: Gunther 1980 Estudio: Campos et al. 1993b,MMA2017,NA,NA,NA,NA,Laboratorio Limnología U. de Chile (Irma Vila),NA,NA,NA,NA,11,-47.81,-74.764,"Aplochiton zebra Jenyns, 1842",NA,NA,NA,revisar,NA,consultar con institución/autor,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Osmeriformes,Galaxiidae,Aplochiton,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton zebra,true,,Change bibliographicReference to: FuenteReg: Gunther 1880 Estudio: Campos et al. 1993b,,,,,,,,FuenteReg: Gunther 1880 Estudio: Campos et al. 1993b,,,,,
45,"change locality to Puerto Island (english name is Island Harbor, which is translated to Puerto Island. Coordinate is -48.050901, -74.588702",false,1265,Aplochiton taeniatus,NA,NA,Isla Harbor,"Zama A. y Cárdenas E. 1984. Introduction into Aysen Chile of Pacific Salmon N°9: Descriptive Catalogue of Marine and Freshwater Fishes from the Aysén Region, Southern Chile, with Zoogeographical Notes on the Fish Fauna. Japan International Cooperation","Aguilar-González, Marilyn (2023) Recopilación bibliográfica de ocurrencia peces en la Patagonia. Proyecto Priorización de Cuencas para la Conservación en Patagonia. Programa Austral Patagonia (ProAP) de The Pew Charitable Trusts. Coyhaique.",NA,NA,1352,NA,NA,NA,NA,NA,NA,4,-47.7499999998,-74.7499999998,"Aplochiton taeniatus Jenyns, 1842",NA,"Surface gill net, bottom gill net, hook and line, dip net, bottom trawl, larva net, suface long line, bottom long line, cast net and Surber net.",NA,CC BY-NC 4.0,NA,NA,HumanObservation,NA,-,NA,NA,native,NA,NA,NA,NA,NA,NA,NA,NA,Sudamérica,Chile,CL,Región de Aysén,Provincia de Capitán Prat,Comuna de Tortel,NA,47°45'S,74°45'O,Animalia,Chordata,Actinopterygii,Osmeriformes,Galaxiidae,Aplochiton,taeniatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SPECIES,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton taeniatus,true,,"change locality to Puerto Island (english name is Island Harbor, which is translated to Puerto Island. Coordinate is -48.050901, -74.588702",,,-48.050901,-74.588702,Puerto Island,,,,,,,,
46,,false,1393,Eleginops maclovinus,1996-10-14/1996-11-09,1996,Parque Sound,NA,GBIF,Pequeño (1999),Pequeño G.,2072,IZUA-PM,NA,cimar-fjords-cruises-07270,PRESENT,CIMAR-2 Cruise,NA,6,-49.425,-74.683333,"Eleginops maclovinus (Cuvier, 1830)",10,NA,NA,CC_BY_4_0,,NA,PRESERVED_SPECIMEN,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CL,Magallanes Region,NA,NA,NA,NA,NA,Animalia,Chordata,NA,Perciformes,Eleginopsidae,Eleginops,NA,NA,100,NA,,NA,,NA,NA,NA,3808281657,a32c9375-e432-467d-83fe-7be2408b6a48,Eleginops maclovinus,,SPECIES,Eleginops maclovinus,"(Cuvier, 1830)",9c2fe801-eae7-4325-9181-e363345ff1a1,NA,NA,NA,5,0,2382427,2382427,1996-11-09,2025-07-31 12:05:40.166,,OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT;COORDINATE_ROUNDED;INSTITUTION_MATCH_NONE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eleginops maclovinus (Cuvier, 1830)",true,,,,,,,,,,,,,,,
