"catalogNumber","month","year","locationRemarks","verbatimLatitude","verbatimLongitude","verbatimCoordinateSystem","verbatimSRS","scientificName","samplingProtocol","individualCount","bibliographicCitation","decimalLongitude","decimalLatitude","verbatimEventDate","datasetName","license","accessRights"
"42209",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42210",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42211",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42212",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42213",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42214",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42215",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42216",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42217",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42218",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42219",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42220",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42221",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42222",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42223",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42224",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42225",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42226",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42227",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42228",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42229",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42230",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42231",2,2017,"1","-72.726950000000002","-45.463147220000003","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.72695,-45.46314722,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42232",2,2017,"2","-72.682547220000004","-45.492044440000001","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68254722,-45.49204444,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42233",2,2017,"2","-72.682547220000004","-45.492044440000001","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68254722,-45.49204444,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42234",2,2017,"2","-72.682547220000004","-45.492044440000001","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68254722,-45.49204444,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42235",2,2017,"2","-72.682547220000004","-45.492044440000001","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68254722,-45.49204444,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42236",2,2017,"2","-72.682547220000004","-45.492044440000001","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68254722,-45.49204444,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42237",2,2017,"2","-72.682547220000004","-45.492044440000001","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68254722,-45.49204444,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42238",2,2017,"2","-72.682547220000004","-45.492044440000001","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68254722,-45.49204444,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42239",2,2017,"2","-72.682547220000004","-45.492044440000001","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68254722,-45.49204444,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42240",2,2017,"2","-72.682547220000004","-45.492044440000001","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68254722,-45.49204444,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42241",2,2017,"2","-72.682547220000004","-45.492044440000001","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68254722,-45.49204444,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42242",2,2017,"2","-72.682547220000004","-45.492044440000001","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68254722,-45.49204444,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42243",2,2017,"2","-72.682547220000004","-45.492044440000001","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68254722,-45.49204444,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42244",2,2017,"2","-72.682547220000004","-45.492044440000001","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68254722,-45.49204444,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42245",2,2017,"2","-72.682547220000004","-45.492044440000001","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68254722,-45.49204444,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42246",2,2017,"2","-72.682547220000004","-45.492044440000001","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.68254722,-45.49204444,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42247",2,2017,"3","-72.690386110000006","-45.50207778","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.69038611,-45.50207778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42248",2,2017,"3","-72.690386110000006","-45.50207778","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.69038611,-45.50207778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42249",2,2017,"3","-72.690386110000006","-45.50207778","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.69038611,-45.50207778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42250",2,2017,"3","-72.690386110000006","-45.50207778","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.69038611,-45.50207778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42251",2,2017,"3","-72.690386110000006","-45.50207778","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.69038611,-45.50207778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42252",2,2017,"3","-72.690386110000006","-45.50207778","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.69038611,-45.50207778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42253",2,2017,"3","-72.690386110000006","-45.50207778","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.69038611,-45.50207778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42254",2,2017,"3","-72.690386110000006","-45.50207778","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.69038611,-45.50207778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42255",2,2017,"3","-72.690386110000006","-45.50207778","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.69038611,-45.50207778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42256",2,2017,"3","-72.690386110000006","-45.50207778","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.69038611,-45.50207778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
"42257",2,2017,"3","-72.690386110000006","-45.50207778","DECIMAL","ND","Salmo trutta fario","Red (de enmalle)",0,"IFOP (2017) Evaluacion Y Seguimiento De La Situacion Sanitaria De Especies Silvestres En Agua Dulce Y Mar",-72.69038611,-45.50207778,"","SUBPESCA-1","revisar","publicaciones científicas y estudios parte del SEA son de acceso público"
