id_CC_original,id_CC_original,match_id,correcting_match,match_status,n_keys_used,match_keys_used,datasetName,canonicalName,year,eventDate,locality,decimalLatitude,decimalLongitude,bibliographicCitation,catalogNumber,occurrenceID,institutionCode,Duplicate,Comment,.references,.associatedReferences,.decimalLatitude,.decimalLongitude,.locality,.year,.eventDate,.bibliographicCitation,.canonicalName,.scientificName,.catalogNumber,.recordedBy,.occurrenceID
1177,1177,1031,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias maculatus,NA,NA,isla huemules,-45.9666666667,-73.75,Rademacher K. 2007. ,1083,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1210,1210,1062,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,oncorhynchus mykiss,2006,NA,lago tarahuin,-42.7157139998,-73.733813,"Habit, E., Gonzalez,",767,NA,NA,1,"associatedReference: (Cussac et al., 2020)",NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1211,1211,1063,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,oncorhynchus mykiss,NA,NA,lago tarahuin,-42.7157139998,-73.733813,"Cussac, V.E.; Barran",524,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1212,1212,1064,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,salmo trutta,2006,NA,lago tarahuin,-42.7157139998,-73.733813,"Habit, E., Gonzalez,",766,NA,NA,1,"associatedsReference: (Cussac et al., 2020)",NA,"Cussac et al., 2020",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1213,1213,1065,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,salmo trutta,NA,NA,lago tarahuin,-42.7157139998,-73.733813,"Cussac, V.E.; Barran",525,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1273,1273,1118,,matched,3,datasetName;canonicalName;decimalLatitude,agui,aplochiton zebra,NA,NA,ancud,-41.8833333329,-73.7000000001,"Cussac, V., Ortubay,",377,NA,NA,NA,Unprecise waypoint: should be 15km west of Ancud (McDowall 1971),NA,McDowall 1971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1294,1294,1138,,matched,3,datasetName;canonicalName;decimalLatitude,agui,brachygalaxias bullocki,NA,NA,río puntra,-42.283333333,-73.6833333332,"Cussac, V., Ortubay,",384,NA,NA,NA,"Change coordinate to -42.165898, -73.725420  Coordinates located in river Butalcura, not Puntra. Also, could not check the original record in McDowall et al. 1971, where B bulloki is not mentionned in rio Puntra",NA,NA,-42.165898,-73.72542,NA,NA,NA,NA,NA,NA,NA,NA,NA
1339,1339,1181,good,matched,2,datasetName;canonicalName,gbif,odontesthes mauleanum,1975,1975-10-08,"lago huillinco/huillinco lake, at huillinco, beach, chiloe island",-41.88306,-73.66583,NA,smns-z-pi-008120 / 1234205 / smns-z-pi-008120,http://id.smns-bw.org/smns/collection/772135/1234205/776247,smns,NA,"change coordinates to: -42.667464, -73.941358",NA,NA,-42.667464,-73.941358,NA,NA,NA,NA,NA,NA,NA,NA,NA
1365,1365,1207,,matched,3,datasetName;canonicalName;decimalLatitude,agui,aplochiton taeniatus,2019,2019-03-18,huicha,-41.8789999999,-73.6519999998,"Vanhaecke D, Garcia ",1235,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1366,1366,1208,,matched,3,datasetName;canonicalName;decimalLatitude,agui,aplochiton zebra,2019,2019-03-18,huicha,-41.8789999999,-73.6519999998,"Vanhaecke D, Garcia ",1242,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383,1383,1225,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,oncorhynchus mykiss,2007,NA,"sitio de muestreo granja 1, chiloé",-43.1164000001,-73.6322999996,"Consuegra, S., Phill",272,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1400,1400,1241,,matched,3,datasetName;canonicalName;decimalLatitude,fish database correa-boisjoly,animalia,2017,2017-02-13,río huicha,-41.88564797,-73.62790396,"Correa, Cristián, Ma",NA,NA,NA,NA,Change canonicalName to Galaxias,NA,NA,NA,NA,NA,NA,NA,NA,Galaxias,NA,NA,NA,NA
1435,1435,1276,,matched,3,datasetName;canonicalName;decimalLatitude,agui,aplochiton marinus,NA,NA,laguna ventisquero,-48.2499999997,-73.6000000003,Zama A. y Cárdenas E,1350,NA,NA,1,"eventDate=1982-01-01; year=1982; locality=Laguna Ventisquero, Estero Ventisquero",NA,NA,NA,NA,"Laguna Ventisquero, Estero Ventisquero",1982,1982-01-01,NA,NA,NA,NA,NA,NA
1442,1442,1284,,matched,3,datasetName;canonicalName;decimalLatitude,mma2,aplochiton marinus,1982,1982-01-01,estero ventisquero. costeras del canal baker,-48.25,-73.585,"OrigenReg: Zama, A.,",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1444,1444,1285,,matched,3,datasetName;canonicalName;decimalLatitude,agui,aplochiton taeniatus,1982,NA,estero ventisquero,-48.2499999997,-73.5833333334,"McDowall, R., & Naka",905,NA,NA,1,Change species to Aplochiton marinus,NA,NA,NA,NA,NA,NA,NA,NA,Aplochiton marinus,"Aplochiton marinus Eigenmann, 1928",NA,NA,NA
1445,1445,1286,,matched,3,datasetName;canonicalName;decimalLatitude,agui,brachygalaxias bullocki,NA,NA,lago tarahuín,-42.7499999999,-73.5833333334,"Cussac, V., Ortubay,",385,NA,NA,1,"change coordinates to -42.714240, -73.731099, also in Campos 1996",NA,Campos 1996,-42.71424,-73.731099,NA,NA,NA,NA,NA,NA,NA,NA,NA
1446,1446,1287,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias maculatus,NA,NA,lago tarahuín,-42.7499999999,-73.5833333334,"Cussac, V., Ortubay,",401,NA,NA,1,"change coordinates to -42.714240, -73.731099, also in Campos 1996",NA,Campos 1996,-42.71424,-73.731099,NA,NA,NA,NA,NA,NA,NA,NA,NA
1458,1458,1295,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus mykiss,2007,NA,"u37, chiloé",-43.0331999998,-73.5744999998,"Consuegra, S., Phill",264,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1466,1466,1303,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,eleginops maclovinus,2008,NA,NA,-47.794323,-73.570398,CEA (NA) Proyecto Hi,4740,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1468,1468,1305,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,eleginops maclovinus,2009,NA,NA,-47.794323,-73.570398,CEA (NA) Proyecto Hi,5029,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1470,1470,1307,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias platei,2010,NA,NA,-47.794323,-73.570398,CEA (NA) Linea Base ,15875,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1480,1480,1317,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,eleginops maclovinus,2012,NA,NA,-47.794413,-73.570382,CEA (NA) Monitoreo L,21990,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1481,1481,1318,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias maculatus,2012,NA,NA,-47.794413,-73.570382,CEA (NA) Monitoreo L,21989,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1505,1505,1337,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus mykiss,2007,NA,"aitoy, chiloé",-42.7572000001,-73.5653,"Consuegra, S., Phill",265,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1521,1521,1347,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus tshawytscha,2004,2004-03-13,tortel,-47.8166666666,-73.5500000004,"Correa, C., Gross, M",352,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1522,1522,1348,,matched,4,datasetName;canonicalName;decimalLatitude;decimalLongitude,agui,eleginops maclovinus,NA,NA,isla casma,-45.4166666669,-73.5500000004,Rademacher K. 2007. ,1068,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1531,1531,1356,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus mykiss,2007,NA,"u23, chiloé",-42.3320999999,-73.5475000002,"Consuegra, S., Phill",266,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1537,1537,1362,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,subpesca-1,aplochiton zebra,2007,NA,NA,-47.777544,-73.54615,CEA (NA) Proyecto Hi,4530,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1540,1540,1365,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,subpesca-1,eleginops maclovinus,2007,NA,NA,-47.777544,-73.54615,CEA (NA) Proyecto Hi,4531,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1541,1541,1366,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,subpesca-1,eleginops maclovinus,2009,NA,NA,-47.777544,-73.54615,CEA (NA) Linea Base ,15478,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1565,1565,1382,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias maculatus,2008,NA,NA,-41.899857,-73.541502,INGENDESA (NA) Minic,5370,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1605,1605,1416,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias maculatus,NA,NA,puerto aguirre,-45.1666666674,-73.5333333326,Rademacher K. 2007. ,1080,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1622,1622,1432,,matched,3,datasetName;canonicalName;decimalLatitude,agui,aplochiton marinus,2007,NA,baker-estuario,-47.7899999999,-73.5200000001,"Alò D, Correa C, Sam",138,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1623,1623,1433,,matched,3,datasetName;canonicalName;decimalLatitude,agui,salmo trutta,2007,NA,baker-estuary,-47.7899999999,-73.5200000001,"Alò D, Correa C, Sam",147,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1637,1637,NA,"unlink, same collection diff batch",no_match,NA,NA,gbif,aplochiton marinus,2004,2004-07-15,NA,-47.790115,-73.51763,NA,am3448,gbgca5903-13,"mined from genbank, ncbi",NA,eventDate= 2004-03-22,NA,NA,NA,NA,NA,2004,2004-03-22,NA,NA,NA,NA,NA,NA
1676,1676,1479,good,matched,3,datasetName;canonicalName;decimalLatitude,mma2,eleginops maclovinus,2014,2014-02-14,rio maravilla. fiordo taraba. cordillera sarmiento,-51.792,-73.505,OrigenReg: Base Dato,NA,NA,NA,1,associatedReferences (Górski et al. 2017 | Pérez et al. 2022),NA,Górski et al. 2017 | Pérez et al. 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1678,1678,1480,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,eleginops maclovinus,2013,NA,río maravilla,-51.7916666668,-73.5044444438,"Górski, K., González",718,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1679,1679,1481,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,eleginops maclovinus,2014,NA,estuario maravilla,-51.7916666668,-73.5044444438,"Pérez, S., Manosalva",1047,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1680,1680,1482,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,galaxias maculatus,2013,NA,río maravilla,-51.7916666668,-73.5044444438,"Górski, K., González",727,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1681,1681,1483,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,galaxias maculatus,2014,NA,estuario maravilla,-51.7916666668,-73.5044444438,"Pérez, S., Manosalva",1051,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1682,1682,1484,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,oncorhynchus tshawytscha,2013,NA,río maravilla,-51.7916111112,-73.5044166673,"Górski, K., González",733,NA,NA,NA,change year to 2014; add associatedReferences: (Pérez et al. 2022),NA,Pérez et al. 2022,NA,NA,NA,2014,NA,NA,NA,NA,NA,NA,NA
1683,1683,1485,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,oncorhynchus tshawytscha,2014,NA,estuario maravilla,-51.7916111112,-73.5044166673,"Pérez, S., Manosalva",1055,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1686,1686,1486,good,matched,3,datasetName;canonicalName;decimalLatitude,mma2,galaxias maculatus,2014,2014-03-27,rio maravilla. fiordo taraba. cordillera sarmiento,-51.792,-73.504,OrigenReg: Base Dato,NA,NA,NA,1,associatedReferences (Górski et al. 2017 | Pérez et al. 2022),NA,Górski et al. 2017 | Pérez et al. 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1700,1700,1494,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,aplochiton zebra,2007,NA,NA,-47.788612,-73.50357,CEA (NA) Proyecto Hi,4527,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1702,1702,1496,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,aplochiton zebra,2008,NA,NA,-47.788612,-73.50357,CEA (NA) Proyecto Hi,4736,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1704,1704,1498,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,eleginops maclovinus,2007,NA,NA,-47.788612,-73.50357,CEA (NA) Proyecto Hi,4526,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1705,1705,1499,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,galaxias maculatus,2007,NA,NA,-47.788612,-73.50357,CEA (NA) Proyecto Hi,4525,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1728,1728,1515,,matched,3,datasetName;canonicalName;decimalLatitude,vert,odontesthes,1945,NA,"chile: archao, chiloe i., chiloe bay",-42.47,-73.5,National Museum of N,176484,http://n2t.net/ark:/65665/3db2cd0c0-540d-45c5-bf06-ed969c0984e8,usnm,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1739,1739,1528,,matched,3,datasetName;canonicalName;decimalLatitude,agui,eleginops maclovinus,NA,NA,magallanes,-51.5000000004,-73.4999999996,Rademacher K. 2007. ,1074,NA,NA,0,Remove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1740,1740,1529,,matched,3,datasetName;canonicalName;decimalLatitude,agui,eleginops maclovinus,NA,NA,canal moraleda,-44.5,-73.4999999996,Rademacher K. 2007. ,1064,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1742,1742,1531,,matched,3,datasetName;canonicalName;decimalLatitude,agui,eleginops maclovinus,NA,NA,norte de chiloé,-43.0000000003,-73.4999999996,Rademacher K. 2007. ,1071,NA,NA,0,Remove,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1748,1748,1538,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,agui,oncorhynchus mykiss,2007,NA,"cendoya, chiloé",-42.1528999999,-73.4960999996,"Consuegra, S., Phill",267,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1787,1787,1572,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus mykiss,2007,NA,"u17, chiloé",-42.1151999998,-73.4844999998,"Consuegra, S., Phill",268,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1794,1794,1579,,matched,3,datasetName;canonicalName;decimalLatitude,agui,aplochiton zebra,2007,2007-11-04,"u17, chiloé",-42.1150000004,-73.4840000001,"Vanhaecke D, Garcia ",1246,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1795,1795,1580,,matched,4,datasetName;canonicalName;decimalLatitude;decimalLongitude,agui,aplochiton zebra,2007,2007-12-08,"u34, chiloé",-42.1100000001,-73.4840000001,"Vanhaecke D, Garcia ",1245,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1815,1815,1595,,matched,3,datasetName;canonicalName;decimalLatitude,agui,aplochiton taeniatus,NA,NA,"u33, chiloé",-42.1699999998,-73.48,"Vanhaecke, D., Garci",1250,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1816,1816,1596,,matched,3,datasetName;canonicalName;decimalLatitude,agui,aplochiton zebra,NA,NA,"u33, chiloé",-42.1699999998,-73.48,"Vanhaecke, D., Garci",1256,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1817,1817,1597,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias maculatus,NA,NA,"u33, chiloé",-42.1699999998,-73.48,"Vanhaecke, D., Garci",1262,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1818,1818,1598,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus mykiss,NA,NA,"u33, chiloé",-42.1699999998,-73.48,"Vanhaecke, D., Garci",1267,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1819,1819,1599,,matched,3,datasetName;canonicalName;decimalLatitude,agui,salmo salar,NA,NA,"u33, chiloé",-42.1699999998,-73.48,"Vanhaecke, D., Garci",1270,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1823,1823,1600,,matched,3,datasetName;canonicalName;decimalLatitude,agui,aplochiton zebra,NA,NA,"u17, chiloé",-42.1199999999,-73.48,"Vanhaecke, D., Garci",1254,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1824,1824,1601,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias maculatus,NA,NA,"u17, chiloé",-42.1199999999,-73.48,"Vanhaecke, D., Garci",1260,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1825,1825,1602,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus mykiss,NA,NA,"u17, chiloé",-42.1199999999,-73.48,"Vanhaecke, D., Garci",1265,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1826,1826,1603,,matched,3,datasetName;canonicalName;decimalLatitude,agui,aplochiton taeniatus,NA,NA,"u34, chiloé",-42.1100000001,-73.48,"Vanhaecke, D., Garci",1251,NA,NA,1,"Change year to 2008. Note: A. taeniatus in U34 does not appear in DIFA database, but it does in the 2015 paper. Change coordinates to -42.11079, -73.48407",NA,NA,-42.11079,-73.48407,NA,2008,NA,NA,NA,NA,NA,NA,NA
1827,1827,1604,,matched,4,datasetName;canonicalName;decimalLatitude;decimalLongitude,agui,aplochiton zebra,NA,NA,"u34, chiloé",-42.1100000001,-73.48,"Vanhaecke, D., Garci",1257,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1828,1828,1605,,matched,3,datasetName;canonicalName;decimalLatitude,agui,brachygalaxias bullocki,NA,NA,"u34, chiloé",-42.1100000001,-73.48,"Vanhaecke, D., Garci",1259,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1829,1829,1606,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias maculatus,NA,NA,"u34, chiloé",-42.1100000001,-73.48,"Vanhaecke, D., Garci",1263,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1830,1830,1607,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus mykiss,NA,NA,"u34, chiloé",-42.1100000001,-73.48,"Vanhaecke, D., Garci",1268,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1848,1848,1620,,matched,3,datasetName;canonicalName;decimalLatitude,agui,aplochiton zebra,2007,2007-12-07,"u33, chiloé",-42.1680000002,-73.4789999998,"Vanhaecke D, Garcia ",1247,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1880,1880,1645,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,aplochiton zebra,2011,NA,NA,-47.810874,-73.436183,CEA (NA) Monitoreo L,16168,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1903,1903,1660,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,aplochiton zebra,2007,NA,NA,-47.810746,-73.436,CEA (NA) Proyecto Hi,4473,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1905,1905,1662,,matched,6,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation;catalogNumber,subpesca-1,aplochiton zebra,2008,NA,NA,-47.810746,-73.436,CEA (NA) Proyecto Hi,4729,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1907,1907,1664,,matched,5,datasetName;canonicalName;decimalLatitude;decimalLongitude;bibliographicCitation,subpesca-1,aplochiton zebra,2010,NA,NA,-47.810746,-73.436,CEA (NA) Linea Base ,15865,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1909,1909,1666,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,hatcheria macraei,2007,NA,NA,-47.810746,-73.436,CEA (NA) Proyecto Hi,4476,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,1974,1730,,matched,3,datasetName;canonicalName;decimalLatitude,agui,aplochiton zebra,2007,2007-11-09,"u20, chiloé",-42.2080000003,-73.401,"Vanhaecke D, Garcia ",1248,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,1978,1731,,matched,3,datasetName;canonicalName;decimalLatitude,agui,aplochiton zebra,NA,NA,"u20, chiloé",-42.2099999999,-73.3999999998,"Vanhaecke, D., Garci",1255,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,1979,1732,,matched,3,datasetName;canonicalName;decimalLatitude,agui,galaxias maculatus,NA,NA,"u20, chiloé",-42.2099999999,-73.3999999998,"Vanhaecke, D., Garci",1261,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,1980,1733,,matched,3,datasetName;canonicalName;decimalLatitude,agui,oncorhynchus mykiss,NA,NA,"u20, chiloé",-42.2099999999,-73.3999999998,"Vanhaecke, D., Garci",1266,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,1981,1734,,matched,3,datasetName;canonicalName;decimalLatitude,agui,trichomycterus areolatus,NA,NA,abtao,-41.766666667,-73.3999999998,"Huaquín, Laura G., V",827,NA,NA,0,"change coordinates to -41.40132740507739, -72.9283297554073; record originalle from Eigenmann",NA,NA,-41.4013274050774,-72.9283297554073,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,1995,1748,,matched,3,datasetName;canonicalName;decimalLatitude,agui,aplochiton taeniatus,1982,NA,fiordo steelé,-48.2166666667,-73.3833333329,"McDowall, R., & Naka",904,NA,NA,1,"change coordinate to -48.145265, -73.229765; change species to A. marinus",NA,NA,-48.145265,-73.229765,NA,NA,NA,NA,Aplochiton marinus,"Aplochiton marinus Eigenmann, 1928",NA,NA,NA
1996,1996,1749,,matched,4,datasetName;canonicalName;decimalLatitude;decimalLongitude,mma2,aplochiton marinus,1982,1982-01-21,fiordo steele. costeras del canal baker,-48.217,-73.383,"OrigenReg: McDowall,",NA,NA,NA,NA,"change coordinate to -48.145265, -73.229765",NA,NA,-48.145265,-73.229765,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,1999,1750,,matched,3,datasetName;canonicalName;decimalLatitude,mma2,aplochiton taeniatus,1982,NA,puerto aysén. costeras del canal baker,-48.217,-73.383,FuenteReg: McDowall ,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,2011,1760,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,hatcheria macraei,2007,NA,NA,-47.768565,-73.341851,CEA (NA) Proyecto Hi,4471,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2051,2051,1797,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,aplochiton zebra,2012,NA,NA,-48.214226,-73.331426,CEA (NA) Monitoreo L,21979,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2052,2052,1798,,matched,3,datasetName;canonicalName;decimalLatitude,subpesca-1,eleginops maclovinus,2012,NA,NA,-48.214226,-73.331426,CEA (NA) Monitoreo L,21977,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2062,2062,NA,"unlink, now out of range",no_match,NA,NA,gbif,trichomycterus areolatus,1919,1919-02,"abtao, llanquihue prov.",-41.815755,-73.328122,NA,28572,urn:catalog:cas:ich:28572,cas,1,"Remove. out of range. change coordinates to -41.40132740507739, -72.9283297554073, Abtao",NA,NA,-41.4013274050774,-72.9283297554073,NA,NA,NA,NA,NA,NA,NA,NA,NA
2074,2074,1283,"good, just added year and new lat-lon to enhance match",matched,2,datasetName;canonicalName,fishgis_metadatabase_ccorrea,aplochiton marinus,1982,1982,laguna ventisquero (estero ventisquero),-48.25,-73.591667,"Zama, Akira and Edua",NA,NA,NA,0,change coordinates,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
