"locality","decimalLatitude","decimalLongitude","year","eventDate","scientificName","individualCount","samplingProtocol","locationRemarks","recordedBy","associatedReferences","license","rightsHolder","accessRights","bibliographicCitation","datasetName","basisOfRecord"
"Río Quempillen",-41.897728,-73.707035,2017,2017-02-14,"Eleginops maclovinus",1,"Fyke net","Quempillen","Cristian Correa, Camila Sola, Consuelo Guevara, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Quempillen",-41.897728,-73.707035,2017,2017-02-14,"Galaxias maculatus",55,"Fyke net, Minnow Trap","Quempillen","Cristian Correa, Camila Sola, Consuelo Guevara, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Quempillen",-41.897728,-73.707035,2017,2017-02-14,"Odontesthes brevianalis",1,"Fyke net","Quempillen","Cristian Correa, Camila Sola, Consuelo Guevara, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Risopatron",-44.0148,-72.575,2023,2023-02-02,"Galaxias maculatus",9,"Seine net","Palena","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Risopatron",-44.0148,-72.575,2023,2023-02-02,"Oncorhynchus mykiss",21,"Seine net","Palena","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río San Juan",-53.650197,-70.95960497,2015,2015-02-21,"Cottoperca trigloides",1,"Gill Net Aplochitonera 3mX10m","Río San Juan","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río San Juan",-53.650197,-70.95960497,2015,2015-02-21,"Eleginops maclovinus",26,"Gill Net Aplochitonera 3mX10m","Río San Juan","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río San Juan",-53.650197,-70.95960497,2015,2015-02-21,"Oncorhynchus mykiss",2,"Gill Net Aplochitonera 3mX10m","Río San Juan","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río San Juan",-53.650197,-70.95960497,2015,2015-02-21,"Salmo trutta",2,"Gill Net Aplochitonera 3mX10m","Río San Juan","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río San Juan",-53.64753096,-70.98136003,2015,2015-02-22,"Galaxias maculatus",26,"Seine net, Casting Net","Río San Juan","Maryse Boisjoly, Jonathan Poblete, Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río San Juan",-53.64602499,-70.96704299,2015,2015-02-22,"Salmo trutta",1,"Casting Net","Río San Juan","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río San Juan",-53.64597403,-70.97132497,2015,2015-02-22,"Oncorhynchus mykiss",30,"Seine net","Río San Juan","Maryse Boisjoly, Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río San Juan",-53.64571,-70.954077,2015,2015-02-22,"Eleginops maclovinus",1,"Seine net","Río San Juan","Maryse Boisjoly, Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río San Juan",-53.64571,-70.954077,2015,2015-02-22,"Galaxias maculatus",40,"Seine net","Río San Juan","Maryse Boisjoly, Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río San Juan",-46.370005,-73.215932,2019,2019-01-16,"Oncorhynchus tshawytscha",2,"Angling","Valle Exploradores","Cristian Correa, Julien Cucherousset, Simon Blanchet, Didier Galop, Jaime Schienfeldt","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río San Juan",-46.370005,-73.215932,2019,2019-01-16,"Salmo trutta",42,"Angling","Valle Exploradores","Cristian Correa, Julien Cucherousset, Simon Blanchet, Didier Galop, Jaime Schienfeldt","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río San Juan",-46.369945,-73.216154,2023,2023-01-13,"Salmo trutta",15,"Angling","Valle Exploradores","Cristian Correa, Simon Blanchet, Julien Cucherousset","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río San Juan",-46.369308,-73.225753,2019,2019-01-14,"Oncorhynchus tshawytscha",3,"Casting Net","Valle Exploradores","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río San Juan",-46.3685559999999,-73.226594,2023,2023-01-13,"Salmo trutta",12,"Angling","Valle Exploradores","Cristian Correa, Julien Cucherousset, Simon Blanchet","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río San Nicolas",-53.83056,-71.110348,2020,2020-03-07,"Eleginops maclovinus",15,"Gill Net Experimental","Rio San Nicolas","Cristian Correa, Benjamin Caceres, Cristian Correa, Benjamin Caceres","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río San Nicolas",-53.83056,-71.110348,2020,2020-03-07,"Oncorhynchus kisutch",9,"Fyke net, Gill Net Experimental","Rio San Nicolas","Cristian Correa, Benjamin Caceres, Cristian Correa, Benjamin Caceres","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río San Nicolas",-53.83056,-71.110348,2020,2020-03-07,"Salmo trutta",1,"Gill Net Experimental","Rio San Nicolas","Cristian Correa, Benjamin Caceres","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río San Pedro, Magallanes",-53.6982,-70.969089,2020,2020-03-04,"Oncorhynchus kisutch",61,"Electric fishing, Minnow Trap","Rio San Pedro Magallanes","Cristian Correa, Benjamin Caceres, Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río San Pedro, Magallanes",-53.6982,-70.969089,2020,2020-03-04,"Salmo trutta",12,"Electric fishing","Rio San Pedro Magallanes","Cristian Correa, Benjamin Caceres","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Santa María",-53.67451,-70.99068,2015,2015-02-21,"Oncorhynchus kisutch",13,"Casting Net","Río Santa María","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Santa María",-53.67451,-70.99068,2015,2015-02-21,"Oncorhynchus mykiss",1,"Casting Net","Río Santa María","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Santa María",-53.67451,-70.99068,2015,2015-02-21,"Salmo trutta",9,"Casting Net","Río Santa María","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Santa María",-53.674301,-70.99034199,2015,2015-02-22,"Oncorhynchus kisutch",1,"Gill Net Aplochitonera 3mX10m","Río Santa María","Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Santa María",-53.674301,-70.99034199,2015,2015-02-22,"Salmo trutta",1,"Gill Net Aplochitonera 3mX10m","Río Santa María","Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Santa María",-53.673942,-70.989748,2015,2015-02-23,"Oncorhynchus kisutch",17,"Electric fishing","Río Santa María","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Santa María",-53.673942,-70.989748,2015,2015-02-23,"Oncorhynchus mykiss",1,"Electric fishing","Río Santa María","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Santa María",-53.673942,-70.989748,2015,2015-02-23,"Salmo trutta",15,"Electric fishing","Río Santa María","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Santa María",-53.67364,-70.98554,2015,2015-02-23,"Oncorhynchus mykiss",2,"Electric fishing","Río Santa María","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Santa María",-53.67364,-70.98554,2015,2015-02-23,"Salmo trutta",13,"Electric fishing","Río Santa María","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Santa María",-53.67295302,-70.98883099,2015,2015-02-21,"Galaxias maculatus",2,"Seine net","Río Santa María","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Santa María",-53.67295302,-70.98883099,2015,2015-02-21,"Oncorhynchus kisutch",4,"Seine net","Río Santa María","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Santa María",-53.67295302,-70.98883099,2015,2015-02-21,"Oncorhynchus mykiss",8,"Seine net","Río Santa María","Cristian Correa, Maryse Boisjoly, Jonathan Poblete","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Santana",-41.912194,-73.959581,2017,2017-02-16,"Brachygalaxias bulloki",10,"Dip net","Rio Santana","Cristian Correa, Maryse Boisjoly, Camila Sola, Consuelo Guevara","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Serrano",-51.34011598,-73.10747,2015,2015-04-04,"Oncorhynchus tshawytscha",8,"Casting Net","Río Serrano","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Serrano",-51.33961801,-73.10779598,2015,2015-04-04,"Oncorhynchus tshawytscha",2,"Mist Net","Río Serrano","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Serrano",-51.33961801,-73.10779598,2015,2015-04-04,"Salmo trutta",11,"Mist Net","Río Serrano","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Serrano",-51.23201399,-73.04027002,2015,2015-04-03,"Oncorhynchus tshawytscha",10,"Casting Net","Río Serrano","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Serrano",-51.23109399,-72.99517103,2015,2015-03-30,"Galaxias maculatus",11,"Electric fishing","Río Serrano","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Serrano",-51.202404,-72.966083,2015,2015-04-01,"Oncorhynchus tshawytscha",11,"Harpoon","Río Serrano","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Serrano",-51.202404,-72.96608297,2015,2015-03-31,"Oncorhynchus tshawytscha",27,"Gill Net Salmonera, Treble hooks, Hook, Harpoon","Río Serrano","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Serrano",-51.202404,-72.96608297,2015,2015-03-31,"Salmo trutta",3,"Gill Net Salmonera","Río Serrano","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Simpson",-45.727472,-72.080778,2007,2007-01-27,"Hatcheria macraei",3,"Electric fishing","Simpson River","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Simpson",-45.727472,-72.080778,2007,2007-01-27,"Oncorhynchus mykiss",1,"Electric fishing","Simpson River","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Simpson",-45.727472,-72.080778,2007,2007-01-27,"Oncorhynchus tshawytscha",7,"Electric fishing","Simpson River","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Simpson",-45.727472,-72.080778,2008,2008-12-25,"Oncorhynchus tshawytscha",10,"Fly fishing","Simpson River","Cristian Correa","(Alò et al. 2019) | (Narum et al. 2017) | (Alò et al. 2013)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Simpson",-45.7271111,-72.080556,2004,2004-03-11,"Oncorhynchus tshawytscha",14,"Angling","Simpson 4 (Aysen)","Cristian Correa","(Correa and Moran 2017) | (Narum et al. 2017)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Simpson",-45.726503,-72.081283,2016,2016-12-24,"Oncorhynchus tshawytscha",3,"Casting Net","Simpson River","Cristian Correa, Gabriel Orrellana","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Simpson",-45.726167,-72.163917,2004,2004-03-01,"Oncorhynchus tshawytscha",10,"Angling","Simpson 1 (Aysen)","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Simpson",-45.726167,-72.163917,2004,2004-03-11,"Oncorhynchus tshawytscha",7,"Gillnet","Simpson 5 (Aysen)","Cristian Correa","(Correa and Moran 2017) | (Narum et al. 2017)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Simpson",-45.723389,-72.097222,2004,2004-03-02,"Oncorhynchus tshawytscha",2,"Angling","Simpson 2 (Aysen)","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Simpson",-45.721972,-72.107194,2004,2004-03-02,"Oncorhynchus tshawytscha",6,"Gillnet","Simpson 3 (Aysen)","Cristian Correa","(Narum et al. 2017)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Simpson",-45.721972,-72.107194,2004,2004-03-03,"Oncorhynchus tshawytscha",3,"Angling","Simpson 3 (Aysen)","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Simpson",-45.721972,-72.107194,2004,2004-03-05,"Oncorhynchus tshawytscha",6,"Gillnet","Simpson 3 (Aysen)","Cristian Correa","(Narum et al. 2017) | (Correa and Moran 2017)","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Simpson",-45.66872802,-72.17910298,2014,2014-03-13,"Oncorhynchus mykiss",4,"Casting Net","Simpson River 2014","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Simpson",-45.66872802,-72.17910298,2014,2014-03-13,"Oncorhynchus tshawytscha",7,"Casting Net","Simpson River 2014","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Simpson",-45.66872802,-72.17910298,2014,2014-03-13,"Salmo trutta",6,"Casting Net","Simpson River 2014","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Simpson",-45.661606,-72.196208,2016,2016-12-23,"Oncorhynchus tshawytscha",65,"Casting Net","Simpson river","Cristian Correa, Gabriel Orrellana","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Sin Nombre, Río Exploradores",-46.29747301,-73.40664502,2019,2019-01-19,"Oncorhynchus tshawytscha",1,"Casting Net","Valle Exploradores","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Sin Nombre, Río Exploradores",-46.29747301,-73.40664502,2019,2019-01-19,"Salmo trutta",4,"Casting Net","Valle Exploradores","Cristian Correa","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Sin Nombre, Seno de Última Esperanza",-51.59699902,-72.76209997,2015,2015-04-11,"Salmo trutta",1,"Casting Net","Seno de Última Esperanza","Cristian Correa, Maryse Boisjoly","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Sur",-46.335926,-73.421745,2019,2019-01-20,"Salmo trutta",10,"Angling","Valle Exploradores","Cristian Correa, Julien Cucherousset, Simon Blanchet, Didier Galop, Jaime Schienfeldt","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
"Río Sur",-46.334628,-73.4220399999999,2023,2023-01-12,"Oncorhynchus tshawytscha",1,"Angling","Valle Exploradores","Cristian Correa, Simon Blanchet, Julien Cucherousset","","CC BY-NC 4.0","Cristián Correa, orcid.org/0000-0002-8608-6858","not-for-profit use only","Correa, Cristián, Maryse Boisjoly (2023) Base de datos empírica de peces de Chile. Valdivia, Chile.","Fish Database Correa-Boisjoly","Ocurrence"
