"Species_ID","Site_ID","Ref_ID","Species","Species_Diagnostic","Identification_method","Suspected Species","Abund_Percent","Biomass_Percent","Number_Specimens_Caught","Diet_Info","Gonad_Score","Maen_Size","Max_Size","Min_Size","Mean_Weight","Max_Weight","Min_Weight","Notes","OLD_Capture_ID","OLD_Site_ID","OLD_ID","OLD_Ref_ID","Morphological_Description","Ecology","Type_of_Record","Museum","Measurement"
198,61,6,"Oncorhynchus mykiss",,,,"29,31","?",,,,,,,,,,"Caught in all but one sampling",1657,"04.19","4.19.1",9,,,,,
199,61,6,"Salmo trutta",,,,"9,05","?",,,,,,,,,,"Caught in all but one sampling",1658,"04.19","4.19.2",9,,,,,
200,61,6,"Salmo salar",,,,"0,86","?",,,,,,,,,,"May 2000.",1659,"04.19","4.19.3",9,,,,,
201,61,6,"Oncorhynchus tshawytscha",,,,"59,48","?",,,,,,,,,,"Chinooks were caught in May, August and November 2000",1660,"04.19","4.19.4",9,,,,,
202,61,6,"Oncorhynchus kisutch",,,,"1,29","?",,,,,,,,,,"February 2000.",1661,"04.19","4.19.5",9,,,,,
203,62,6,"Oncorhynchus mykiss",,,,"56,22","?",,,,,,,,,,"Caught in every sampling",1662,"04.20","4.20.1",9,,,,,
204,62,6,"Salmo trutta",,,,"32,97","?",,,,,,,,,,"Caught in every sampling",1663,"04.20","4.20.2",9,,,,,
205,62,6,"Oncorhynchus tshawytscha",,,,"3,78","?",,,,,,,,,,"Caught in May and November 2000.",1664,"04.20","4.20.3",9,,,,,
206,62,6,"Galaxias maculatus",,,,"7,03","?",,,,,,,,,,,1665,"04.20","4.20.4",9,,,,,
207,63,6,"Oncorhynchus mykiss",,,,"100","100",,,,,,,,,,,1666,"04.21","4.21.1",9,,,,,
208,64,6,"Oncorhynchus mykiss",,,,"16,67","?",,,,,,,,,,,1667,"04.22","4.22.1",9,,,,,
209,64,6,"Salmo trutta",,,,"16,67","?",,,,,,,,,,,1668,"04.22","4.22.2",9,,,,,
210,64,6,"Salmo salar",,,,"66,67","?",,,,,,,,,,,1669,"04.22","4.22.3",9,,,,,
211,65,6,"Oncorhynchus mykiss",,,,"25","?",,,,,,,,,,,1670,"04.23","4.23.1",9,,,,,
212,65,6,"Salmo trutta",,,,"75","?",,,,,,,,,,,1671,"04.23","4.23.2",9,,,,,
213,81,7,"Oncorhynchus mykiss",,,,"29,44","42,73",,,,,,,,,,"Caught in every sampling.",1479,"03.01","3.1.1",10,,,,,
214,81,7,"Salmo trutta",,,,"1,21","3,11",,,,,,,,,,"Brown trout were caught in December 2000, January, March, July and August 2001.",1480,"03.01","3.1.2",10,,,,,
215,81,7,"Oncorhynchus kisutch",,,,"1,21","4,77",,,,,,,,,,"Cohos were caught in May and July 2001.",1481,"03.01","3.1.3",10,,,,,
216,81,7,"Salmo salar",,,,"1,11","3,88",,,,,,,,,,"Atlantics were caught in July, December 2000, May, July and October 2001.",1482,"03.01","3.1.4",10,,,,,
217,81,7,"Oncorhynchus tshawytscha",,,,"0,91","1,87",,,,,,,,,,"Chinooks were caught in July 2000, April and May 2001.",1483,"03.01","3.1.5",10,,,,,
218,81,7,"Pejerrey",,,,"64,31","43.67*",,,,,,,,,,"* Percentage calculated pooling pejerrey and Creole perch.",1484,"03.01","3.1.6",10,,,,,
219,81,7,"Percichthys trucha",,,,"1,81","43.67*",,,,,,,,,,"* Percentage calculated pooling pejerrey and Creole perch.",1485,"03.01","3.1.7",10,,,,,
220,82,7,"Oncorhynchus mykiss",,,,"100","100",,,,,,,,,,,1486,"03.02","3.2.1",10,,,,,
221,83,7,"Oncorhynchus mykiss",,,,"98,2","?",,,,,,,,,,"Percentages over total number of salmonids; some native species were also caught but details are not provided (see record of Soto and Arismendi 2001 (FNDR) for complete record of species caught in the period 18 Nov 1999 and 09 May 2001).",1490,"03.05","3.5.1",10,,,,,
222,83,7,"Salmo trutta",,,,"0,6","?",,,,,,,,,,"Percentages over total number of salmonids; some native species were also caught but details are not provided (see record of Soto and Arismendi 2001 (FNDR) for complete record of species caught in the period 18 Nov 1999 and 09 May 2001).",1491,"03.05","3.5.2",10,,,,,
223,83,7,"Oncorhynchus kisutch",,,,"0,1","?",,,,,,,,,,"Percentages over total number of salmonids; some native species were also caught but details are not provided (see record of Soto and Arismendi 2001 (FNDR) for complete record of species caught in the period 18 Nov 1999 and 09 May 2001).",1492,"03.05","3.5.3",10,,,,,
224,83,7,"Salmo salar",,,,"0,1","?",,,,,,,,,,"Percentages over total number of salmonids; some native species were also caught but details are not provided (see record of Soto and Arismendi 2001 (FNDR) for complete record of species caught in the period 18 Nov 1999 and 09 May 2001).",1493,"03.05","3.5.4",10,,,,,
225,83,7,"Oncorhynchus tshawytscha",,,,"0,9","?",,,,,,,,,,"Percentages over total number of salmonids; some native species were also caught but details are not provided (see record of Soto and Arismendi 2001 (FNDR) for complete record of species caught in the period 18 Nov 1999 and 09 May 2001).",1494,"03.05","3.5.5",10,,,,,
226,84,7,"Oncorhynchus mykiss",,,,"18,46","13,95",,,,,,,,,,"Caught in every sampling.",1495,"03.06","3.6.1",10,,,,,
227,84,7,"Salmo trutta",,,,"0,67","0,84",,,,,,,,,,"Brown trout were caught only in July 2000 and August 2001.",1496,"03.06","3.6.2",10,,,,,
228,84,7,"Oncorhynchus kisutch",,,,"15,44","13,59",,,,,,,,,,"Caught in every sampling.",1497,"03.06","3.6.3",10,,,,,
229,84,7,"Salmo salar",,,,"22,82","10",,,,,,,,,,"Caught in every sampling.",1498,"03.06","3.6.4",10,,,,,
230,84,7,"Oncorhynchus tshawytscha",,,,"28,19","52,98",,,,,,,,,,"Chinooks were caught all but two samplings (July and August 2001).",1499,"03.06","3.6.5",10,,,,,
231,84,7,"Percichthys trucha",,,,"14,43","8,64",,,,,,,,,,"Creole perch's were caught all but three samplings (May, July and August 2001).",1500,"03.06","3.6.6",10,,,,,
232,85,7,"Oncorhynchus mykiss",,,,"79","?",,,,,,,,,,,1504,"03.08","3.8.1",10,,,,,
233,85,7,"Salmo trutta",,,,"21","?",,,,,,,,,,,1505,"03.08","3.8.2",10,,,,,
234,86,7,"Oncorhynchus mykiss",,,,"72","?",,"Relative abundance with respect to total salmonids only.",,,,,,,,"Percentages over total number of salmonids; some native species (Galaxids) were also caught.",1512,"03.11","3.11.1",10,,,,,
235,86,7,"Salmo trutta",,,,"20,8","?",,,,,,,,,,"Relative abundance with respect to total salmonids only.",1513,"03.11","3.11.2",10,,,,,
236,86,7,"Oncorhynchus kisutch",,,,"1,5","?",,,,,,,,,,"Relative abundance with respect to total salmonids only.",1514,"03.11","3.11.3",10,,,,,
237,86,7,"Salmo salar",,,,"0,7","?",,,,,,,,,,"Relative abundance with respect to total salmonids only.",1515,"03.11","3.11.4",10,,,,,
238,86,7,"Oncorhynchus tshawytscha",,,,"5,2","?",,,,,,,,,,"Relative abundance with respect to total salmonids only.",1516,"03.11","3.11.5",10,,,,,
239,86,7,"?",,,,"?","?",,,,,,,,,,"Native species not specified in this study.",1517,"03.11","3.11.6",10,,,,,
240,87,7,"Oncorhynchus mykiss",,,,"20,92","26,92",,,,,,,,,,"Caught in every sampling.",1518,"03.12","3.12.1",10,,,,,
241,87,7,"Salmo trutta",,,,"0,98","2,85",,,,,,,,,,"Brown trout were caught four samplings.",1519,"03.12","3.12.2",10,,,,,
242,87,7,"Oncorhynchus kisutch",,,,"19,11","23,44",,,,,,,,,,"Caught in every sampling.",1520,"03.12","3.12.3",10,,,,,
243,87,7,"Salmo salar",,,,"4,88","11,27",,,,,,,,,,"Atlantics were caught all but two samplings (January and April 2001).",1521,"03.12","3.12.4",10,,,,,
244,87,7,"Oncorhynchus tshawytscha",,,,"0,42","0,49",,,,,,,,,,"Chinooks were caught in March and May 2001.",1522,"03.12","3.12.5",10,,,,,
245,87,7,"Pejerrey",,,,"41,7","35.02*",,,,,,,,,,"Pejerrey were caught in five samplings. * Percentage calculated pooling pejerrey and Creole perch.",1523,"03.12","3.12.6",10,,,,,
246,87,7,"Percichthys trucha",,,,"11,99","35.02*",,,,,,,,,,"Creole perch's were caught in five samplings. * Percentage calculated pooling pejerrey and Creole perch.",1524,"03.12","3.12.7",10,,,,,
247,88,7,"Oncorhynchus mykiss",,,,"79","?",,,,,,,,,,"Percentages over total number of salmonids; some native species (?) were also caught.",1525,"03.13","3.13.1",10,,,,,
248,88,7,"Salmo trutta",,,,"13,7","?",,,,,,,,,,"Percentages over total number of salmonids; some native species (?) were also caught.",1526,"03.13","3.13.2",10,,,,,
249,88,7,"Oncorhynchus kisutch",,,,"4,8","?",,,,,,,,,,"Percentages over total number of salmonids; some native species (?) were also caught.",1527,"03.13","3.13.3",10,,,,,
250,88,7,"Salmo salar",,,,"0,7","?",,,,,,,,,,"Percentages over total number of salmonids; some native species (?) were also caught.",1528,"03.13","3.13.4",10,,,,,
251,88,7,"Oncorhynchus tshawytscha",,,,"1,8","?",,,,,,,,,,"Percentages over total number of salmonids; some native species (?) were also caught.",1529,"03.13","3.13.5",10,,,,,
252,89,7,"Oncorhynchus mykiss",,,,"100","?",,,,,,,,,,"* Percentages over total number of salmonids; native species (?) were the most abundant.",1530,"03.14","3.14.1",10,,,,,
253,90,7,"Oncorhynchus mykiss",,,,"79,3","?",,,,,,,,,,"Percentages over total number of salmonids; few native species (?) were also caught.",1531,"03.15","3.15.1",10,,,,,
254,90,7,"Salmo trutta",,,,"20,4","?",,,,,,,,,,"Percentages over total number of salmonids; few native species (?) were also caught.",1532,"03.15","3.15.2",10,,,,,
255,90,7,"Oncorhynchus tshawytscha",,,,"0,2","?",,,,,,,,,,"Percentages over total number of salmonids; few native species (?) were also caught.",1533,"03.15","3.15.3",10,,,,,
256,91,7,"Oncorhynchus mykiss",,,,"33,3","?",,,,,,,,,,,1534,"03.16","3.16.1",10,,,,,
257,91,7,"Oncorhynchus kisutch",,,,"53,3","?",,,,,,,,,,,1535,"03.16","3.16.2",10,,,,,
258,91,7,"Salmo salar",,,,"6,7","?",,,,,,,,,,,1536,"03.16","3.16.3",10,,,,,
259,91,7,"Percichthys trucha",,,,"6,7","?",,,,,,,,,,,1537,"03.16","3.16.4",10,,,,,
260,92,7,"Oncorhynchus mykiss",,,,"83,2","80",,,,,,,,,,"Caught in every sampling.",1538,"03.17","3.17.1",10,,,,,
261,92,7,"Salmo trutta",,,,"15,3","15",,,,,,,,,,"Caught in every sampling.",1539,"03.17","3.17.2",10,,,,,
262,92,7,"Salmo salar",,,,"1","2",,,,,,,,,,"One Chinook were caught in May 2001.",1540,"03.17","3.17.3",10,,,,,
263,92,7,"Oncorhynchus tshawytscha",,,,"0,5","4",,,,,,,,,,"One Chinook were caught in April 2001.",1541,"03.17","3.17.4",10,,,,,
264,93,7,"Salmo salar",,,,"100","100",,,,,,,,,,,1542,"03.18","3.18.1",10,,,,,
265,94,7,"Oncorhynchus mykiss",,,,"27,9","?",,,,,,,,,,"Percentages over total number of salmonids; some native species (?) were also caught.",1543,"03.19","3.19.1",10,,,,,
266,94,7,"Salmo trutta",,,,"40,5","?",,,,,,,,,,"Percentages over total number of salmonids; some native species (?) were also caught.",1544,"03.19","3.19.2",10,,,,,
267,94,7,"Oncorhynchus kisutch",,,,"0,4","?",,,,,,,,,,"Percentages over total number of salmonids; some native species (?) were also caught.",1545,"03.19","3.19.3",10,,,,,
268,94,7,"Oncorhynchus tshawytscha",,,,"31,2","?",,,,,,,,,,"Percentages over total number of salmonids; some native species (?) were also caught. 140 adults were seen in reproductive activities in three days of March and April 2001.",1546,"03.19","3.19.4",10,,,,,
269,95,7,"Oncorhynchus mykiss",,,,"13,2","?",,,,,,,,,,,1547,"03.20","3.20.1",10,,,,,
270,95,7,"Salmo trutta",,,,"28,9","?",,,,,,,,,,,1548,"03.20","3.20.2",10,,,,,
271,95,7,"Salmo salar",,,,"57,9","?",,,,,,,,,,,1549,"03.20","3.20.3",10,,,,,
272,96,7,"Oncorhynchus mykiss",,,,"91,5","?",,,,,,,,,,"Percentages over total number of salmonids; some native species, mainly Galaxids, were also caught.",1555,"03.24","3.24.1",10,,,,,
273,96,7,"Salmo trutta",,,,"6,9","?",,,,,,,,,,"Percentages over total number of salmonids; some native species, mainly Galaxids, were also caught.",1556,"03.24","3.24.2",10,,,,,
274,96,7,"Salmo salar",,,,"0,3","?",,,,,,,,,,"Percentages over total number of salmonids; some native species, mainly Galaxids, were also caught.",1557,"03.24","3.24.3",10,,,,,
275,96,7,"Oncorhynchus tshawytscha",,,,"1,2","?",,,,,,,,,,"Percentages over total number of salmonids; some native species, mainly Galaxids, were also caught.",1558,"03.24","3.24.4",10,,,,,
276,96,7,"?",,,,"?","?",,,,,,,,,,"Mainly Galaxias sp.; maximum abundance in December.",1559,"03.24","3.24.5",10,,,,,
277,97,7,"Oncorhynchus mykiss",,,,"89","?",,,,,,,,,,,1560,"03.25","3.25.1",10,,,,,
278,97,7,"Salmo trutta",,,,"11","?",,,,,,,,,,,1561,"03.25","3.25.2",10,,,,,
279,98,7,"Oncorhynchus mykiss",,,,"79","?",,,,,,,,,,,1562,"03.26","3.26.1",10,,,,,
280,98,7,"Salmo trutta",,,,"29","?",,,,,,,,,,,1563,"03.26","3.26.2",10,,,,,
281,99,7,"Oncorhynchus mykiss",,,,"100","?",,,,,,,,,,,1564,"03.27","3.27.1",10,,,,,
282,100,7,"Oncorhynchus mykiss",,,,"90,5","?",,,,,,,,,,"Percentages over total number of salmonids; some native species (?) were also caught. Pooling the samples of March, April, and May (2001), there was 61.7% rainbows, 0.6% browns and 37.7% of unspecified native species.",1565,"03.28","3.28.1",10,,,,,
283,100,7,"Salmo trutta",,,,"9,5","?",,,,,,,,,,"Percentages over total number of salmonids; some native species (?) were also caught. Pooling the samples of March, April, and May (2001), there was 61.7% rainbows, 0.6% browns and 37.7% of unspecified native species.",1566,"03.28","3.28.2",10,,,,,
284,101,8,"Oncorhynchus mykiss",,,,"54",,,,,,,,,,,,2172,"36.01","36.1.1",13,,,,,
285,101,8,"Salmo trutta",,,,"41,3",,,,,,,,,,,,2173,"36.01","36.1.2",13,,,,,
286,101,8,"Trichomycterus areolatus",,,,"4,6",,,,,,,,,,,,2174,"36.01","36.1.3",13,,,,,
287,102,8,"Oncorhynchus mykiss",,,,"55,9",,,,,,,,,,,,2175,"36.02","36.2.1",13,,,,,
288,102,8,"Salmo trutta",,,,"37,8",,,,,,,,,,,,2176,"36.02","36.2.2",13,,,,,
289,102,8,"Trichomycterus areolatus",,,,"6,3",,,,,,,,,,,,2177,"36.02","36.2.3",13,,,,,
290,103,8,"Oncorhynchus mykiss",,,,"100",,,,,,,,,,,,2178,"36.03","36.3.1",13,,,,,
291,104,8,"Oncorhynchus mykiss",,,,"68,7",,,,,,,,,,,,2179,"36.04","36.4.1",13,,,,,
292,104,8,"Salmo trutta",,,,"12,4",,,,,,,,,,,,2180,"36.04","36.4.2",13,,,,,
293,104,8,"Aplochiton zebra",,,,"5,2",,,,,,,,,,,,2181,"36.04","36.4.3",13,,,,,
294,104,8,"Trichomycterus areolatus",,,,"13,7",,,,,,,,,,,,2182,"36.04","36.4.4",13,,,,,
295,105,8,"Oncorhynchus mykiss",,,,"62,8",,,,,,,,,,,,2183,"36.05","36.5.1",13,,,,,
296,105,8,"Salmo trutta",,,,"28,7",,,,,,,,,,,,2184,"36.05","36.5.2",13,,,,,
297,105,8,"Trichomycterus areolatus",,,,"8,9",,,,,,,,,,,,2185,"36.05","36.5.3",13,,,,,
298,106,8,"Oncorhynchus mykiss",,,,"24,42748092",,,,,,,,,,,,2186,"36.06","36.6.1",13,,,,,
299,106,8,"Salmo trutta",,,,"22,39185751",,,,,,,,,,,,2187,"36.06","36.6.2",13,,,,,
300,106,8,"Aplochiton zebra",,,,"21,3740458",,,,,,,,,,,,2188,"36.06","36.6.3",13,,,,,
301,106,8,"Trichomycterus areolatus",,,,"0,763358779",,,,,,,,,,,,2189,"36.06","36.6.4",13,,,,,
302,106,8,"Galaxias platei",,,,"1,526717557",,,,,,,,,,,,2190,"36.06","36.6.5",13,,,,,
303,106,8,"Galaxias maculatus",,,,"29,00763359",,,,,,,,,,,"Galaxias maculatus were only collected on February 1995.",2191,"36.06","36.6.6",13,,,,,
304,106,8,"Percichthys trucha",,,,"0,508905852",,,,,,,,,,,,2192,"36.06","36.6.7",13,,,,,
305,107,8,"Oncorhynchus mykiss",,,,"83,39920949",,,,,,,,,,,,2193,"36.07","36.7.1",13,,,,,
306,107,8,"Salmo trutta",,,,"16,2055336",,,,,,,,,,,,2194,"36.07","36.7.2",13,,,,,
307,108,8,"Oncorhynchus mykiss",,,,"79,6",,,,,,,,,,,,2196,"36.08","36.8.1",13,,,,,
308,108,8,"Salmo trutta",,,,"1,1",,,,,,,,,,,,2197,"36.08","36.8.2",13,,,,,
309,108,8,"Aplochiton zebra",,,,"16,7",,,,,,,,,,,,2198,"36.08","36.8.3",13,,,,,
310,108,8,"Trichomycterus areolatus",,,,"2,2",,,,,,,,,,,,2199,"36.08","36.8.4",13,,,,,
311,108,8,"Galaxias platei",,,,"0,4",,,,,,,,,,,,2200,"36.08","36.8.5",13,,,,,
312,109,8,"Oncorhynchus mykiss",,,,"66,2",,,,,,,,,,,,2201,"36.09","36.9.1",13,,,,,
313,109,8,"Trichomycterus areolatus",,,,"29,7",,,,,,,,,,,,2202,"36.09","36.9.2",13,,,,,
314,109,8,"Galaxias platei",,,,"4,1",,,,,,,,,,,,2203,"36.09","36.9.3",13,,,,,
315,110,8,"Oncorhynchus mykiss",,,,"45,83333333",,,,,,,,,,,,2204,"36.10","36.10.1",13,,,,,
316,110,8,"Percichthys trucha",,,,"0,833333333",,,,,,,,,,,,2205,"36.10","36.10.2",13,,,,,
317,110,8,"Brachygalaxias bullocki",,,,"15,83333333",,,,,,,,,,,,2206,"36.10","36.10.3",13,,,,,
318,110,8,"Trichomycterus areolatus",,,,"33,33333333",,,,,,,,,,,,2207,"36.10","36.10.4",13,,,,,
319,110,8,"Percilia gillissi",,,,"2,5",,,,,,,,,,,,2208,"36.10","36.10.5",13,,,,,
320,110,8,"Galaxias platei",,,,"1,666666667",,,,,,,,,,,,2209,"36.10","36.10.6",13,,,,,
321,111,8,"Oncorhynchus mykiss",,,,"60,7",,,,,,,,,,,,2210,"36.11","36.11.1",13,,,,,
322,111,8,"Salmo trutta",,,,"14,8",,,,,,,,,,,,2211,"36.11","36.11.2",13,,,,,
323,111,8,"Aplochiton zebra",,,,"19,3",,,,,,,,,,,,2212,"36.11","36.11.3",13,,,,,
324,111,8,"Trichomycterus areolatus",,,,"5,2",,,,,,,,,,,,2213,"36.11","36.11.4",13,,,,,
325,112,8,"Oncorhynchus mykiss",,,,"56,7",,,,,,,,,,,,2214,"36.12","36.12.1",13,,,,,
326,112,8,"Salmo trutta",,,,"34,8",,,,,,,,,,,,2215,"36.12","36.12.2",13,,,,,
327,112,8,"Aplochiton zebra",,,,"1",,,,,,,,,,,,2216,"36.12","36.12.3",13,,,,,
328,112,8,"Trichomycterus areolatus",,,,"7,6",,,,,,,,,,,,2217,"36.12","36.12.4",13,,,,,
329,113,8,"Oncorhynchus mykiss",,,,"23,6",,,,,,,,,,,,2218,"36.13","36.13.1",13,,,,,
330,113,8,"Salmo trutta",,,,"1,39",,,,,,,,,,,,2219,"36.13","36.13.2",13,,,,,
331,113,8,"Basilichthys australis",,,,"29,17",,,,,,,,,,,,2220,"36.13","36.13.3",13,,,,,
332,113,8,"Cauque mauleanum",,,,"16,2",,,,,,,,,,,,2221,"36.13","36.13.4",13,,,,,
333,113,8,"Percichthys trucha",,,,"27,78",,,,,,,,,,,,2222,"36.13","36.13.5",13,,,,,
334,113,8,"Aplochiton taeniatus",,,,"1,85",,,,,,,,,,,,2223,"36.13","36.13.6",13,,,,,
335,114,8,"Oncorhynchus mykiss",,,,"0,7",,,,,,,,,,,,2224,"36.14","36.14.1",13,,,,,
336,114,8,"Percilia gillissi",,,,"7,5",,,,,,,,,,,,2225,"36.14","36.14.2",13,,,,,
337,114,8,"Cauque mauleanum",,,,"20,8",,,,,,,,,,,,2226,"36.14","36.14.3",13,,,,,
338,114,8,"Basilichthys australis",,,,"28,4",,,,,,,,,,,,2227,"36.14","36.14.4",13,,,,,
339,114,8,"Galaxias maculatus",,,,"42,5",,,,,,,,,,,,2228,"36.14","36.14.5",13,,,,,
340,115,9,"Orestias ascotanensis",,,,"?",,,,,,,,,,,,1754,"11.01","11.1.1",14,,,,,
341,107,9,"Aplochiton zebra",,,,"0,395256917",,,,,,,,,,,,2195,"36.07","36.7.3",14,,,,,
342,116,10,"Oncorhynchus mykiss",,,,"?",,,,,,,,,,,"Less abundant than brown trout.",1741,"09.01","9.1.1",16,,,,,
343,116,10,"Salmo trutta",,,,"?",,,,,,,,,,,"More abundant that rainbow trout.",1742,"09.01","9.1.2",16,,,,,
344,116,10,"Galaxias maculatus",,,,"?",,,,,,,,,,,"More abundant in castor's (Castor canadensis, introduced) dams.",1743,"09.01","9.1.3",16,,,,,
345,117,10,"Oncorhynchus mykiss",,,,"100","100",,,,,,,,,,,1744,"09.02","9.2.1",16,,,,,
346,118,10,"Oncorhynchus mykiss",,,,"?",,,,,,,,,,,"Less abundant than brown trout.",1745,"09.03","9.3.1",16,,,,,
347,118,10,"Salmo trutta",,,,"?",,,,,,,,,,,"Predominant species.",1746,"09.03","9.3.2",16,,,,,
348,119,10,"Oncorhynchus mykiss",,,,"?",,,,,,,,,,,"Less abundant than brown trout.",1747,"09.04","9.4.1",16,,,,,
349,119,10,"Salmo trutta",,,,"?",,,,,,,,,,,"Predominant species.",1748,"09.04","9.4.2",16,,,,,
350,120,11,"Basilichthys microlepidotus",,,,"?",,,,,,,,,,,,1755,"12.01","12.1.1",17,,,,,
351,121,12,"Oncorhynchus masou",,,,"?","?",,,,,,,,,,"One adult of cherry salmon returned to the Simpson river.",2673,"60.01","60.1.1",41,,,,,
352,122,12,"Oncorhynchus keta",,,,"?","?",,,,,,,,,,"Seven ripe adult chum salmon returned to Prat River, XII region.",2674,"60.02","60.2.1",41,,,,,
353,123,12,"Oncorhynchus masou",,,,"?","?",,,,,,,,,,"The first run in the Lake General Carrera occured in 1989; 150000 eggs were obtained.",2675,"60.03","60.3.1",41,,,,,
354,124,13,"Oncorhynchus mykiss",,,,"48,57",,,,,,,,,,,,1672,"05.01","5.1.1",64,,,,,
355,124,13,"Salmo trutta",,,,"51,43",,,,,,,,,,,,1673,"05.01","5.1.2",64,,,,,
356,125,13,"Salmo trutta",,,,"63,64",,,,,,,,,,,,1674,"05.02","5.2.1",64,,,,,
357,125,13,"Oncorhynchus tshawytscha",,,,"36,36",,,,,,,,,,,,1675,"05.02","5.2.2",64,,,,,
358,126,13,"Oncorhynchus mykiss",,,,"60",,,,,,,,,,,,1676,"05.03","5.3.1",64,,,,,
359,126,13,"Salmo trutta",,,,"40",,,,,,,,,,,,1677,"05.03","5.3.2",64,,,,,
360,127,13,"Oncorhynchus mykiss",,,,"100","100",,,,,,,,,,,1678,"05.04","5.4.1",64,,,,,
361,128,13,"Oncorhynchus mykiss",,,,"45,76",,,,,,,,,,,,1679,"05.05","5.5.1",64,,,,,
362,128,13,"Salmo trutta",,,,"44,07",,,,,,,,,,,,1680,"05.05","5.5.2",64,,,,,
363,128,13,"Oncorhynchus kisutch",,,,"10,17",,,,,,,,,,,"Coho salmon was caught only in May.",1681,"05.05","5.5.3",64,,,,,
364,129,13,"Oncorhynchus mykiss",,,,"35,71",,,,,,,,,,,,1682,"05.06","5.6.1",64,,,,,
365,129,13,"Salmo trutta",,,,"60,71",,,,,,,,,,,,1683,"05.06","5.6.2",64,,,,,
366,129,13,"Salmo salar",,,,"3,57",,,,,,,,,,,,1684,"05.06","5.6.3",64,,,,,
367,130,13,"Oncorhynchus mykiss",,,,"100","100",,,,,,,,,,"11.3+-11.3 cm length",1685,"05.07","5.7.1",64,,,,,
368,131,13,"Oncorhynchus mykiss",,,,"72,12",,,,,,,,,,,,1686,"05.08","5.8.1",64,,,,,
369,131,13,"Salmo trutta",,,,"27,88",,,,,,,,,,,,1687,"05.08","5.8.2",64,,,,,
370,132,13,"Oncorhynchus mykiss",,,,"64,71",,,,,,,,,,,,1688,"05.09","5.9.1",64,,,,,
371,132,13,"Salmo trutta",,,,"35,29",,,,,,,,,,,,1689,"05.09","5.9.2",64,,,,,
372,133,13,"Salmo trutta",,,,"98,56",,,,,,,,,,,,1690,"05.10","5.10.1",64,,,,,
373,133,13,"Oncorhynchus tshawytscha",,,,"1,44",,,,,,,,,,,,1691,"05.10","5.10.2",64,,,,,
374,134,14,"Oncorhynchus mykiss",,,,"?",,,,,,,,,,,"Values were reported as ""n=7"" of physiological analyses and ""n=20"" of genetic analyses of wild caught fish. No details on fish survey.",1782,"14.01","14.1.1",66,,,,,
375,134,14,"Oncorhynchus kisutch",,,,"?",,,,,,,,,,,"Values were reported as ""n"" of physiological analyses of wild caught fish in stead of fish survey.",1783,"14.01","14.1.2",66,,,,,
376,134,14,"Salmo salar",,,,"?",,,,,,,,,,,"Values were reported as ""n"" of physiological analyses of wild caught fish in stead of  fish survey.",1784,"14.01","14.1.3",66,,,,,
377,135,14,"Oncorhynchus mykiss",,,,"?",,,,,,,,,,,"Values were reported as ""n=3"" of physiological analyses of wild caught fish in stead of fish surveys.",1785,"14.02","14.2.1",66,,,,,
378,135,14,"Oncorhynchus kisutch",,,,"?",,,,,,,,,,,"Values were reported as ""n=99"" of genetic analyses of wild caught fish in stead of fish survey.",1786,"14.02","14.2.2",66,,,,,
379,135,14,"Salmo salar",,,,"?",,,,,,,,,,,"Values were reported as ""n=30"" of genetic analyses of wild caught fish in stead of fish survey.",1787,"14.02","14.2.3",66,,,,,
380,136,14,"Oncorhynchus mykiss",,,,"?",,,,,,,,,,,"Values were reported as ""n=33"" of genetical analyses of wild caught fish in stead of fish survey.",1788,"14.03","14.3.1",66,,,,,
381,137,14,"Oncorhynchus mykiss",,,,"?",,,,,,,,,,,"Values were reported as ""n=13"" of genetical analyses of wild caught fish in stead of fish survey.",1789,"14.04","14.4.1",66,,,,,
382,138,14,"Oncorhynchus mykiss",,,,"?",,,,,,,,,,,"Values were reported as ""n=103"" of genetical analyses of wild caught fish in stead of fish survey.",1790,"14.05","14.5.1",66,,,,,
383,139,15,"Oncorhynchus mykiss",,,,"54,17",,,,,,,,,,,"Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762.",1756,"13.01","13.1.1",67,,,,,
384,139,15,"Oncorhynchus kisutch",,,,"30,09",,,,,,,,,,,"Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762.",1757,"13.01","13.1.2",67,,,,,
385,139,15,"Salmo salar",,,,"14,35",,,,,,,,,,,"Values do not include native marine species that also were caught. These data were published in: Soto et al 2001. Ecol. App. 11(6): 1750-1762.",1758,"13.01","13.1.3",67,,,,,
